Query_id	Ko_id
total_11446992	K07390
total_11447050	K01265
total_1144719	K08311
total_11447924	K13584
total_11448010	K07793
total_11448425	K03657
total_11448530	K07091
total_11448631	K03695
total_11448873	K00748
total_11449313	K03814
total_1144979	K05565
total_11449832	K04082
total_11449928	K01424
total_11450171	K11072
total_11450193	K04780
total_11450637	K09252
total_11452116	K02556
total_11452903	K02666
total_11453142	K02004
total_11453217	K04080
total_11453320	K02364
total_11453487	K07793
total_11453679	K03320
total_11453791	K08884
total_11454579	K02266
total_11454875	K02038
total_1145489	K01400
total_11455230	K09539
total_11455381	K11688
total_11455572	K13668
total_11455771	K03770
total_11456	K06901
total_11456074	K00681
total_11456105	K05773
total_11456779	K03431
total_11457165	K01175
total_1145730	K05516
total_11457390	K07114
total_11457774	K02450
total_1145788	K01392
total_1145798	K04712
total_11458538	K12287
total_11458585	K08850
total_11458586	K01999
total_11458754	K00570
total_11458757	K00338
total_11458758	K02478
total_11458759	K07705
total_11458760	K03100
total_11458816	K01238
total_11458977	K03544
total_11459083	K03770
total_11459686	K03797
total_11459847	K03701
total_11460379	K15634
total_11461027	K03071
total_11461157	K00376
total_11462712	K03294
total_11463429	K08223
total_11463896	K02670
total_11464158	K03772
total_11464159	K06893
total_11464241	K13584
total_11464253	K02400
total_11464824	K08884
total_11465999	K02275
total_11466042	K15658
total_11466122	K11103
total_11466563	K07054
total_11466640	K04751
total_11467174	K01338
total_11467803	K01277
total_11468911	K05367
total_11468985	K00020
total_11469361	K03327
total_11469612	K05555
total_11469621	K08482
total_11469932	K02014
total_1147010	K07704
total_11470293	K00729
total_11470710	K09162
total_11471061	K04771
total_11471170	K09690
total_11471256	K00362
total_11471327	K15629
total_11471598	K00059
total_11471870	K02849
total_11472083	K07718
total_114723	K01181
total_11472370	K01238
total_11473087	K05555
total_11473392	K13685
total_11473460	K01338
total_11473545	K02664
total_11473572	K08776
total_11473842	K07497
total_11473899	K00548
total_11473915	K02487
total_11474700	K04780
total_11474893	K01749
total_11475116	K11607
total_11475274	K00100
total_11475286	K02014
total_1147538	K11927
total_11475940	K03111
total_11477094	K02237
total_1147715	K00368
total_11477235	K02674
total_11477242	K02564
total_11477371	K06152
total_1147752	K02058
total_11477530	K04487
total_11477531	K01840
total_11477589	K03453
total_11477795	K16052
total_11477910	K01392
total_1147801	K13051
total_1147813	K02037
total_11478496	K02477
total_1147850	K02450
total_11478683	K05367
total_11478804	K00331
total_11479192	K02660
total_11479272	K11621
total_11479823	K02450
total_11480091	K00330
total_11480735	K04069
total_11480968	K15659
total_11480998	K01113
total_11481025	K07796
total_1148133	K02055
total_11481539	K15408
total_11481662	K08225
total_11482153	K03703
total_11482456	K07659
total_11482567	K02288
total_11482699	K08884
total_11482741	K11354
total_11483121	K09694
total_11483133	K02793
total_11483134	K11189
total_11483135	K08483
total_11483793	K07636
total_11484602	K03544
total_11484842	K02004
total_11484922	K14673
total_11485032	K02112
total_11485033	K02114
total_11485034	K09949
total_11485264	K01593
total_11485274	K07223
total_11485641	K00547
total_11486026	K09815
total_11486213	K02650
total_1148663	K07651
total_11486725	K11927
total_11487047	K08676
total_11487082	K03413
total_11487333	K03768
total_11487568	K05365
total_11487698	K01054
total_11487919	K02487
total_11488069	K02402
total_11488540	K08178
total_11488927	K07673
total_11488950	K02006
total_1148944	K05366
total_11490164	K07263
total_1149032	K07716
total_114905	K02417
total_11490662	K04561
total_11490687	K07682
total_1149070	K11085
total_11490712	K11896
total_11490738	K03281
total_11490739	K10548
total_11490954	K02574
total_11491205	K13002
total_11491393	K00754
total_1149167	K01415
total_11491684	K15631
total_11491918	K12995
total_1149230	K01768
total_1149255	K03322
total_11492654	K09696
total_1149276	K08963
total_11492936	K14981
total_11493989	K01051
total_1149432	K11900
total_1149433	K11890
total_11494918	K02676
total_11494998	K02054
total_11495086	K00523
total_11495153	K05832
total_11495154	K05833
total_11495433	K01284
total_11495933	K07533
total_11496061	K03769
total_11496479	K02015
total_11496485	K05833
total_11496764	K03466
total_1149694	K05365
total_1149707	K01183
total_11497130	K01043
total_11497658	K01053
total_11497684	K11688
total_11497781	K09970
total_11498028	K03770
total_11498382	K07263
total_1149885	K01207
total_11498853	K02484
total_11499023	K02020
total_11499052	K00261
total_11499202	K12542
total_1149942	K15358
total_11500011	K08372
total_11500125	K11617
total_11500532	K02004
total_11500613	K05989
total_11500836	K05365
total_11500981	K01673
total_11501363	K05516
total_11502115	K02047
total_11502153	K02851
total_1150256	K08884
total_11503176	K07199
total_1150348	K02037
total_1150397	K08358
total_11504062	K05365
total_11504139	K03559
total_11504155	K00540
total_11504179	K02477
total_11504476	K00906
total_115047	K02237
total_11504990	K08956
total_11505050	K08194
total_11505504	K08256
total_11505670	K15358
total_11506334	K01630
total_11506528	K01808
total_11506779	K02014
total_11507179	K03671
total_11507409	K03671
total_11508843	K03300
total_1150916	K04788
total_11509171	K00937
total_11509563	K02485
total_1150980	K00342
total_11509901	K03671
total_11510052	K05555
total_11510053	K05555
total_11510115	K12615
total_11510149	K07787
total_11510353	K00908
total_11510505	K07793
total_11510572	K02841
total_11511004	K07638
total_1151109	K07221
total_1151110	K02040
total_1151111	K07657
total_1151112	K02039
total_1151113	K02036
total_11511373	K02004
total_11511398	K03640
total_11511669	K07790
total_11511733	K00540
total_11512321	K03737
total_11512459	K01278
total_11513010	K13816
total_11513232	K05813
total_11513240	K07010
total_11513299	K02276
total_11513332	K07390
total_1151382	K08261
total_11513824	K13924
total_11514094	K05832
total_11514398	K01322
total_11514679	K00705
total_11515036	K00343
total_1151516	K04780
total_11515434	K03797
total_11516061	K15642
total_11516128	K12995
total_11516337	K03768
total_11516578	K06888
total_11516670	K07690
total_1151708	K00334
total_11517091	K08483
total_11517389	K09883
total_11517713	K03769
total_11517759	K01423
total_11517801	K00372
total_11517855	K01179
total_11517949	K00937
total_11517967	K03697
total_11518039	K07390
total_11518749	K08161
total_11518768	K01415
total_11518979	K02666
total_11519662	K02429
total_11519845	K05815
total_11520660	K02199
total_11520753	K02450
total_11520762	K07696
total_11520763	K07675
total_11520992	K01277
total_11521070	K04078
total_11521535	K07115
total_11521537	K05772
total_11521697	K03543
total_11521845	K01952
total_11521857	K03756
total_11522603	K07793
total_11522635	K13282
total_11523786	K01299
total_11524242	K04043
total_11524272	K03043
total_11524441	K10561
total_11525082	K07793
total_11525212	K10112
total_11526208	K02005
total_11526272	K01715
total_1152660	K08172
total_11526779	K00962
total_11527149	K08369
total_11527188	K01808
total_11527218	K13051
total_1152735	K15660
total_11527351	K01423
total_11527396	K06194
total_1152751	K09808
total_11527781	K03544
total_11527795	K07275
total_11527870	K00728
total_11527980	K01262
total_11528334	K03169
total_1152860	K01206
total_11528667	K02237
total_11528861	K04764
total_11528931	K07010
total_11529495	K07696
total_11529586	K01130
total_11529631	K00540
total_11529632	K02564
total_11529633	K00540
total_11529635	K00010
total_11529924	K03522
total_11530216	K09474
total_11530391	K05882
total_11530635	K13282
total_11530801	K05814
total_11530877	K00371
total_11530878	K00373
total_11531641	K07649
total_11532581	K11624
total_11532933	K12685
total_11533393	K03296
total_11533533	K07533
total_11533741	K00059
total_11533756	K00372
total_11534747	K02759
total_11535218	K09252
total_11535220	K00874
total_1153579	K08603
total_11536110	K10563
total_11536213	K01415
total_11536256	K01181
total_11536311	K07651
total_11536466	K13684
total_11537648	K10002
total_11537777	K03535
total_11538098	K01414
total_11538495	K01283
total_11538668	K05516
total_11538907	K07712
total_11538914	K02004
total_11539006	K03673
total_11539016	K12984
total_11539091	K03687
total_11539811	K02849
total_1154021	K01425
total_11540258	K00936
total_1154027	K07687
total_115403	K04773
total_1154035	K03301
total_1154049	K01181
total_11540497	K02313
total_11540725	K07704
total_11540751	K02666
total_11541014	K02064
total_11541309	K00262
total_11541672	K09694
total_1154255	K11354
total_11542572	K15233
total_11542729	K10831
total_11542730	K07497
total_115430	K10535
total_11543043	K03168
total_11543557	K15906
total_11543760	K07117
total_11543906	K00356
total_11544125	K03530
total_11544155	K00748
total_11544260	K00074
total_11544637	K00033
total_1154499	K09477
total_1154502	K11712
total_11545096	K02279
total_11545133	K15387
total_11545309	K07263
total_11545335	K05559
total_11545754	K03769
total_11545874	K03671
total_1154593	K07637
total_11546143	K02016
total_11546243	K07497
total_11546280	K07649
total_11546473	K08884
total_11547120	K12989
total_11547369	K02016
total_11547864	K02668
total_11548050	K04078
total_11548067	K11688
total_11548133	K06046
total_11548246	K13282
total_1154840	K01318
total_11548484	K00847
total_11548591	K00140
total_11548767	K02049
total_1154877	K01744
total_11548826	K00376
total_11548827	K02574
total_11549102	K02400
total_11549159	K12686
total_11549299	K00705
total_11549354	K02013
total_11549547	K03770
total_11549703	K05838
total_11550207	K09786
total_11550409	K07386
total_11550544	K06192
total_1155070	K14257
total_11550726	K07642
total_11550896	K00344
total_11551114	K07665
total_11551443	K01356
total_11551581	K03695
total_11551582	K00459
total_11551666	K09974
total_11551768	K05832
total_11551769	K13614
total_11553207	K03686
total_11553574	K01283
total_11553610	K03768
total_11553795	K07718
total_11553796	K02477
total_11554280	K04762
total_11554393	K13598
total_11554399	K04078
total_11554548	K03287
total_11554816	K02172
total_11554905	K00748
total_1155532	K12373
total_1155534	K04065
total_11555408	K02023
total_11555901	K06902
total_11555916	K07638
total_1155600	K01744
total_11556051	K15876
total_11556480	K06996
total_11556566	K09181
total_11556619	K07798
total_11556624	K02027
total_11556671	K07399
total_11557168	K08884
total_1155750	K01467
total_11557838	K12941
total_11557917	K07262
total_11557982	K00540
total_11558036	K02005
total_11558245	K01997
total_11558291	K00372
total_11558559	K02199
total_11558585	K03117
total_11558729	K07793
total_11559264	K02676
total_11559379	K11754
total_1155969	K02195
total_11559983	K15496
total_11559984	K15495
total_11560509	K13282
total_11560862	K00748
total_11560993	K00265
total_1156138	K01779
total_11561893	K02048
total_1156217	K09690
total_11562461	K15659
total_1156249	K02402
total_1156250	K02403
total_11562944	K08884
total_11562998	K00936
total_11563012	K07039
total_11563077	K00404
total_11563206	K09690
total_11563485	K08218
total_11563994	K12541
total_11564022	K01934
total_1156442	K01623
total_1156443	K03151
total_1156467	K11688
total_11564890	K04108
total_1156508	K10190
total_1156578	K00287
total_11565922	K05339
total_11566118	K08602
total_11566254	K13282
total_1156646	K03544
total_11566487	K07512
total_11566714	K00363
total_11566796	K11527
total_11567329	K00926
total_1156744	K02489
total_1156746	K07679
total_11567957	K01387
total_11568753	K07262
total_11568755	K03671
total_11569461	K08195
total_11569686	K00370
total_11570	K03100
total_11570008	K02666
total_11570027	K00936
total_11570750	K02489
total_1157132	K03100
total_11571557	K02568
total_11571558	K02567
total_11572063	K13282
total_1157207	K06132
total_11572345	K02569
total_11572610	K14987
total_11573647	K03410
total_11574	K14980
total_11574038	K02020
total_11574117	K09691
total_11574166	K00382
total_11574444	K03101
total_11574558	K01623
total_11574820	K01624
total_11574857	K01392
total_11574912	K01703
total_11575028	K07652
total_11575337	K11381
total_11575578	K02485
total_11575682	K03695
total_11575839	K00748
total_11575897	K02849
total_115761	K02666
total_11576194	K06188
total_11576445	K01740
total_11576578	K01840
total_11577001	K03654
total_11577078	K13775
total_11577129	K04762
total_11577554	K06020
total_11577677	K05816
total_11577678	K05813
total_11577856	K03408
total_1157800	K00052
total_11578399	K05816
total_11578890	K03665
total_11578896	K15358
total_11578997	K11384
total_1157903	K02654
total_11579060	K07762
total_11579184	K00540
total_1157922	K07568
total_11579232	K02487
total_11579317	K01453
total_11579405	K07386
total_1157944	K12583
total_11579681	K07649
total_11580390	K13051
total_11580650	K15663
total_11581119	K04762
total_11581428	K05962
total_11581452	K01090
total_11581615	K02666
total_11581692	K00874
total_11582091	K03296
total_11582311	K03100
total_11582603	K02666
total_11582864	K00937
total_11582930	K15496
total_11582932	K06152
total_11582935	K02481
total_11582936	K02482
total_1158295	K01897
total_11583384	K01130
total_11583804	K01273
total_11584014	K10003
total_11584015	K10002
total_11584095	K13598
total_11584149	K06322
total_11584249	K08984
total_11584985	K07010
total_11585013	K02055
total_11585015	K02053
total_11585025	K13685
total_11585242	K08084
total_11585370	K02489
total_11585375	K00261
total_11585534	K00906
total_11585889	K01392
total_11585963	K02020
total_11585981	K07072
total_11586229	K03648
total_11586770	K11690
total_1158689	K12989
total_11587239	K05516
total_11587278	K11896
total_11587413	K13766
total_1158743	K03814
total_11587501	K01264
total_11589141	K01619
total_11589183	K01779
total_11589350	K02020
total_11589546	K08783
total_1158972	K00067
total_11589862	K02652
total_11589915	K03433
total_11590042	K01392
total_11590277	K02010
total_11590357	K03771
total_1159064	K11004
total_11590879	K07798
total_11590926	K13282
total_11590965	K00960
total_11591334	K16011
total_11591911	K12506
total_11592031	K01618
total_11592032	K02004
total_11592710	K04083
total_11593301	K02667
total_1159349	K08218
total_1159351	K07661
total_11593538	K07636
total_11593544	K01993
total_11593628	K05813
total_11593867	K02662
total_11593977	K13051
total_11594072	K07140
total_11594240	K10001
total_11594512	K08984
total_1159460	K13688
total_1159520	K02012
total_11596208	K10441
total_11596209	K10440
total_11596236	K10001
total_1159665	K00936
total_11596731	K11907
total_11597110	K05995
total_11597136	K07714
total_11597210	K02056
total_11598048	K03639
total_11598076	K03770
total_11598331	K01424
total_1159842	K00265
total_11598462	K03412
total_11598491	K01277
total_1159854	K03559
total_1159856	K03832
total_11598578	K00329
total_11598608	K06966
total_1159862	K14335
total_1159867	K15923
total_11598911	K04084
total_11600143	K06223
total_11600209	K00926
total_11600438	K11712
total_11600677	K01181
total_11600873	K04792
total_11601218	K11354
total_1160126	K02259
total_11601490	K02315
total_11601762	K13924
total_11601962	K05555
total_11602275	K02478
total_11602276	K02477
total_11602380	K03667
total_11602515	K03521
total_11602525	K07793
total_11602616	K11689
total_11602701	K13282
total_11603176	K06330
total_11604205	K02664
total_1160450	K05801
total_11604525	K01277
total_11604644	K02409
total_11604808	K01990
total_1160505	K03723
total_1160520	K11537
total_11605534	K12941
total_11605863	K07497
total_11606024	K14980
total_11606235	K00754
total_11606240	K08307
total_1160649	K03288
total_11607001	K13671
total_11607095	K02480
total_11607096	K07687
total_11607225	K07306
total_11608168	K13002
total_11608545	K12983
total_11608586	K15655
total_11608732	K13993
total_1160942	K02363
total_1160969	K03575
total_1161031	K07456
total_11610560	K10004
total_11611608	K00372
total_11611872	K11910
total_11612	K07638
total_116125	K02015
total_11612580	K11689
total_11612655	K12444
total_11613104	K03629
total_11613106	K01876
total_11613174	K06147
total_11613206	K11103
total_11613680	K07709
total_1161370	K02010
total_1161371	K02011
total_11613727	K01419
total_11613729	K03667
total_11613778	K01297
total_11613981	K07673
total_11614349	K01424
total_11614544	K02654
total_11615049	K11749
total_11615115	K02536
total_11615335	K00936
total_11615530	K08372
total_11616520	K01434
total_11616724	K13687
total_11616728	K01953
total_11617052	K01273
total_11617498	K03280
total_11617659	K02282
total_11617660	K02283
total_11617768	K02004
total_11617885	K07787
total_11618264	K06867
total_11618387	K03769
total_11618558	K02668
total_11618676	K11443
total_11619219	K13924
total_11619307	K13021
total_11619374	K07677
total_11619529	K14339
total_11619538	K03771
total_11619576	K01376
total_11620634	K04080
total_11620792	K02037
total_11620893	K10233
total_11621016	K07497
total_11622098	K01783
total_11622169	K15554
total_11622984	K04759
total_11623543	K04774
total_11623618	K00332
total_11623769	K02012
total_11624254	K07262
total_11624333	K03767
total_11624843	K03101
total_11624934	K02037
total_11625042	K13687
total_11625236	K04043
total_11625326	K07243
total_11625825	K07793
total_1162586	K13687
total_11626106	K00329
total_11626115	K07651
total_11626117	K04043
total_1162615	K00748
total_11626231	K15660
total_11626250	K05989
total_11626453	K01744
total_11626926	K02056
total_11627001	K07659
total_11627080	K00540
total_11627367	K00705
total_11627579	K06151
total_11627659	K03767
total_11627805	K01112
total_11628154	K00936
total_11628477	K07335
total_11628745	K08884
total_11628907	K02666
total_11629643	K01786
total_11629926	K01157
total_11629947	K11898
total_1163015	K03521
total_11630206	K05365
total_11630207	K03769
total_11630211	K03687
total_11630279	K09162
total_11630818	K02666
total_1163118	K11912
total_11631337	K03799
total_11631595	K00257
total_11631608	K01322
total_11631849	K05345
total_11632590	K00404
total_1163277	K11712
total_11632819	K03407
total_11632977	K12063
total_11633358	K02668
total_11634159	K07796
total_11634606	K10555
total_11634646	K03771
total_11634809	K02111
total_11634841	K08256
total_11635150	K11927
total_11636366	K07795
total_11636505	K02040
total_11636579	K08082
total_11636643	K05998
total_11636905	K02052
total_11638173	K05364
total_11638304	K00033
total_11638305	K00036
total_11638948	K02662
total_11639266	K01715
total_11639311	K02527
total_11639415	K06223
total_11639416	K02488
total_11639418	K07684
total_11639420	K07394
total_1163960	K14981
total_1163961	K14980
total_116399	K00540
total_11640112	K07259
total_11640113	K01972
total_11640285	K07788
total_1164031	K07768
total_11640355	K01467
total_11640404	K13888
total_11640436	K02028
total_11640471	K03568
total_11640618	K00339
total_11640993	K02133
total_11641018	K02567
total_11641137	K03169
total_11641320	K07637
total_11641331	K07642
total_11641673	K01305
total_11641977	K08195
total_11642017	K07636
total_11642206	K04561
total_11643148	K00605
total_11643168	K07677
total_11643256	K00936
total_11643296	K08884
total_11643614	K08884
total_11643694	K11688
total_11643695	K11689
total_11644076	K03327
total_11644091	K01756
total_11644167	K13993
total_11644339	K00121
total_11644439	K07636
total_11644531	K13831
total_11644783	K02666
total_1164498	K11103
total_11645005	K15659
total_11645702	K13896
total_1164591	K01414
total_11645993	K01043
total_11646002	K09691
total_11646004	K12994
total_11646005	K13685
total_11646026	K02454
total_1164633	K02402
total_1164635	K02406
total_1164704	K02259
total_1164705	K02301
total_11647369	K05365
total_11647713	K00019
total_11648593	K02004
total_11649235	K01921
total_11649546	K07675
total_11649603	K15923
total_11649631	K00936
total_11649964	K02242
total_11650177	K03723
total_11650595	K10440
total_11650692	K05788
total_11650703	K05516
total_11650858	K15658
total_11651081	K12583
total_11651746	K12994
total_11651897	K09650
total_11651974	K07636
total_11652266	K13889
total_1165272	K09474
total_11653098	K08642
total_11653149	K01066
total_11653457	K00449
total_11653545	K05833
total_11653814	K03169
total_11653819	K03585
total_11654051	K08884
total_11654103	K13668
total_11654106	K07263
total_11654441	K01262
total_11654705	K02574
total_1165479	K02482
total_11655447	K07262
total_11655848	K04043
total_1165586	K07402
total_11656448	K03296
total_11656617	K07795
total_1165663	K07636
total_11656810	K04082
total_11657029	K02450
total_11657957	K02487
total_11658052	K08776
total_11658129	K00117
total_11658257	K00370
total_11658267	K03188
total_11658558	K08884
total_11659004	K04090
total_11659205	K00721
total_11659442	K02564
total_11659961	K01308
total_11660736	K00012
total_11661174	K03152
total_11661309	K10552
total_11661703	K02004
total_11661750	K02659
total_11661907	K00504
total_11661965	K01533
total_11662275	K03478
total_11662438	K10441
total_11662439	K10440
total_11662440	K10440
total_11662909	K05773
total_11663277	K00372
total_11663278	K00362
total_11663366	K07011
total_11663453	K08884
total_11663541	K02527
total_11663890	K13688
total_11664042	K05914
total_11664950	K08261
total_1166537	K07789
total_116655	K15011
total_11665767	K07795
total_11666023	K13049
total_11666181	K02536
total_11666428	K01262
total_1166687	K08218
total_11667055	K04083
total_11667318	K04078
total_11667344	K07651
total_11667442	K01183
total_11667552	K00486
total_11667948	K02482
total_11668237	K01424
total_11668508	K07692
total_11668650	K01501
total_11669040	K00540
total_11669324	K02052
total_11669690	K05516
total_11669881	K13895
total_11669907	K11689
total_11669928	K00549
total_11670128	K05365
total_11670318	K01425
total_11670334	K11927
total_1167127	K02016
total_11671277	K07794
total_11671423	K07787
total_11671824	K00372
total_1167233	K13282
total_1167236	K01286
total_11672497	K02674
total_11672825	K07665
total_11672854	K02011
total_11673255	K06973
total_11673307	K07180
total_11674640	K00367
total_11674773	K02013
total_11674886	K06041
total_11675686	K07262
total_11676764	K03189
total_11677066	K07798
total_11678075	K07114
total_11678367	K03521
total_11678368	K03522
total_11678581	K07217
total_11678615	K03797
total_11678944	K01322
total_11679499	K03598
total_11679782	K12583
total_11679800	K06207
total_11679821	K07497
total_11679895	K01400
total_11680216	K01469
total_11680321	K00936
total_11680494	K13993
total_11680590	K07708
total_11680818	K01151
total_11680938	K08884
total_11681165	K05994
total_11681567	K11189
total_11681708	K03116
total_1168243	K01077
total_1168245	K02004
total_11682857	K02028
total_11684130	K13688
total_11684326	K15495
total_11684390	K15653
total_11684460	K03296
total_11684889	K07114
total_1168547	K02564
total_11686012	K00970
total_11686034	K01467
total_11686169	K03188
total_1168700	K01266
total_11687328	K01596
total_11687335	K14987
total_11687606	K04042
total_11687647	K11688
total_11687716	K02029
total_11687717	K02029
total_11687980	K02044
total_11688018	K01940
total_11688269	K07263
total_11688272	K01740
total_11688350	K04042
total_11688459	K13282
total_11688744	K09758
total_11689248	K07793
total_11689662	K12941
total_11689911	K00763
total_11690125	K02668
total_11690614	K07710
total_11691723	K12941
total_11691824	K03769
total_11691875	K03723
total_11692177	K07793
total_11692351	K08217
total_11692631	K08153
total_11692688	K07007
total_11692707	K03521
total_11693038	K02485
total_11693082	K03469
total_11693408	K09118
total_1169358	K01809
total_1169360	K07646
total_11693620	K03702
total_11693864	K13685
total_1169397	K07772
total_11694192	K07795
total_11694257	K01092
total_11694686	K05516
total_11694799	K07705
total_11694800	K02478
total_11694801	K00338
total_11694811	K07542
total_11695030	K08310
total_11695259	K02028
total_11695377	K03169
total_11696064	K02042
total_11696065	K02041
total_11696066	K02044
total_11696283	K07456
total_11696366	K15660
total_11696429	K03517
total_11696440	K13893
total_11696773	K08225
total_11697100	K15862
total_11697104	K03561
total_11697289	K05565
total_1169771	K02849
total_1169779	K02471
total_11697795	K03772
total_11698201	K00763
total_11698787	K02056
total_11699054	K02843
total_1169951	K01281
total_11699821	K02038
total_11700268	K14645
total_11700690	K04754
total_11701026	K12993
total_1170193	K06044
total_11702343	K01043
total_11702452	K00575
total_11702499	K02656
total_11702844	K00729
total_11702883	K07803
total_11703034	K01916
total_11703290	K00937
total_117036	K02481
total_11703669	K06883
total_11704067	K05814
total_11704069	K05813
total_11704162	K11890
total_11704296	K08884
total_11704426	K15987
total_1170540	K03975
total_1170557	K02527
total_11705952	K02071
total_11706077	K03521
total_11706078	K03522
total_1170678	K09697
total_11706815	K15629
total_11706822	K01283
total_11706996	K01467
total_11707548	K10763
total_11707595	K08252
total_11707953	K12982
total_11708086	K00404
total_11708379	K15660
total_11708745	K03702
total_11708989	K11688
total_11709944	K06937
total_11710229	K08884
total_11710303	K07665
total_11710764	K02038
total_11712015	K01813
total_11712437	K11527
total_1171253	K07263
total_11712638	K08884
total_1171268	K02674
total_11712688	K05788
total_11713254	K04046
total_11713686	K01376
total_11713900	K08195
total_11714178	K02483
total_11714275	K01181
total_11714970	K00332
total_11715173	K02477
total_11715259	K01262
total_11715529	K08884
total_11715743	K03535
total_11715853	K00729
total_11715915	K02450
total_11716007	K02666
total_11716840	K00413
total_11716904	K03767
total_117171	K03694
total_11717615	K00121
total_11717671	K02014
total_1171801	K09697
total_11718129	K11355
total_11718556	K03408
total_11718670	K02660
total_11718879	K01115
total_11718981	K01424
total_11720087	K07263
total_1172017	K05841
total_1172045	K07114
total_1172046	K03702
total_11720531	K01628
total_11720639	K03611
total_11720819	K02477
total_11720960	K01768
total_11721128	K07497
total_11721286	K02484
total_11721431	K03772
total_1172148	K07263
total_1172149	K07263
total_11721725	K02040
total_11721774	K03544
total_11721914	K03579
total_11722148	K02411
total_11722224	K06867
total_11722748	K01744
total_11722885	K02653
total_11723014	K07712
total_11723249	K03312
total_11723442	K03671
total_11723661	K07007
total_11723871	K14259
total_11723943	K01264
total_11724016	K09992
total_11724441	K02453
total_1172472	K00681
total_11725029	K04067
total_11725790	K08082
total_11726547	K15431
total_11727196	K08676
total_1172722	K11688
total_11727954	K02450
total_11728147	K14981
total_11728293	K03699
total_11728366	K09691
total_11728367	K09690
total_11728715	K15738
total_11728943	K11711
total_11729173	K03723
total_11729617	K15675
total_11729688	K00428
total_117297	K00330
total_11729720	K03521
total_11729924	K00705
total_11730279	K02045
total_11730782	K03771
total_11730784	K08984
total_11730788	K03797
total_11730865	K11902
total_1173155	K01081
total_11731677	K12615
total_11731710	K13589
total_11731848	K02003
total_11731909	K00366
total_11732203	K02316
total_11732240	K05813
total_11732241	K05814
total_11732278	K00406
total_11732291	K00850
total_11732494	K03296
total_1173303	K06155
total_11733122	K07303
total_1173321	K10563
total_1173323	K09973
total_1173335	K07347
total_11733386	K07497
total_11733605	K11189
total_11733771	K03574
total_1173405	K02275
total_117341	K07673
total_11734272	K07768
total_11734455	K10773
total_117346	K05995
total_11734636	K00337
total_11735639	K00208
total_11735641	K00937
total_11735798	K01424
total_11735930	K05838
total_11736266	K08984
total_11736798	K12941
total_11737295	K07497
total_1173749	K13013
total_117375	K15659
total_11737523	K03522
total_11737549	K13598
total_11737812	K15660
total_11738262	K02259
total_11738695	K07638
total_11739702	K00537
total_11739794	K00360
total_11740098	K05814
total_11740472	K06287
total_11740665	K04774
total_1174084	K11720
total_11741070	K00936
total_11741080	K02013
total_11741138	K08884
total_1174114	K08083
total_1174123	K11103
total_11741320	K01652
total_11741671	K05813
total_11741769	K00729
total_11742103	K07264
total_11742129	K13657
total_11742130	K00540
total_11742132	K01784
total_11742134	K12454
total_11742140	K04079
total_11742452	K04780
total_11742536	K02574
total_11742537	K00406
total_11742787	K02004
total_11742790	K07542
total_11743052	K02657
total_11743196	K08152
total_11743856	K01673
total_11744235	K02433
total_11744278	K02372
total_11744448	K05832
total_11744457	K03152
total_11744852	K07646
total_11744858	K05365
total_1174512	K13687
total_1174535	K02663
total_1174538	K02666
total_1174557	K15313
total_11745790	K01299
total_11746063	K05966
total_11746250	K03328
total_11746502	K00948
total_1174704	K07096
total_11747301	K08776
total_11747404	K00368
total_11747526	K03701
total_11747750	K10108
total_1174781	K02279
total_11747878	K01338
total_11747982	K03149
total_11748080	K09808
total_11748273	K01436
total_11748366	K01322
total_11748405	K03446
total_11748691	K00906
total_11748718	K14986
total_11748942	K07798
total_11749073	K02806
total_11749152	K01112
total_11749154	K02112
total_11749196	K05996
total_11749271	K03767
total_11749816	K02575
total_11750250	K03522
total_11750310	K05814
total_1175033	K14672
total_11750719	K12510
total_11750720	K12511
total_11750767	K00406
total_11750836	K02073
total_11751272	K06152
total_11751631	K10001
total_11751857	K00294
total_11751858	K01462
total_11751896	K14987
total_11752087	K04774
total_11752132	K12686
total_11752381	K03391
total_11752463	K13893
total_117525	K10866
total_11752768	K03453
total_11753071	K08482
total_11753329	K05815
total_11753432	K00261
total_1175371	K01304
total_11754133	K02666
total_11754488	K01190
total_11754629	K13953
total_117548	K00113
total_11755291	K00587
total_11755842	K01953
total_11756312	K02482
total_11756781	K02400
total_11756798	K02450
total_11756892	K03521
total_11757792	K04078
total_1175783	K03771
total_11758035	K12989
total_1175813	K08641
total_1175846	K03286
total_11758729	K09694
total_11759205	K03771
total_11759227	K03043
total_11759669	K02037
total_1175978	K06019
total_11759886	K02034
total_11759887	K12982
total_11759916	K02199
total_11760800	K03772
total_11760818	K04712
total_11760836	K08738
total_11760838	K03575
total_11760851	K03611
total_11761522	K09667
total_11761588	K00926
total_11761803	K15576
total_11761893	K13587
total_117619	K08983
total_11762073	K00936
total_11762435	K07793
total_11762470	K15660
total_11762957	K02479
total_11763071	K01768
total_11763138	K00265
total_11763223	K11688
total_11763430	K03469
total_11763668	K09013
total_11763707	K15662
total_11763814	K12941
total_11763901	K03587
total_11763903	K05522
total_11764166	K15659
total_11764577	K00937
total_11764900	K12984
total_11765124	K12369
total_11765125	K12370
total_11765560	K09972
total_11765755	K07497
total_11765840	K02016
total_11765861	K02653
total_11765874	K01464
total_11766186	K01414
total_11766282	K08195
total_11766915	K07644
total_11767253	K06147
total_1176733	K15431
total_11767598	K07704
total_1176799	K00059
total_11768486	K02674
total_11768810	K07775
