Query_id	Ko_id
total_15766986	K05838
total_15767683	K07407
total_15767996	K14980
total_157680	K00558
total_15768130	K00540
total_15768500	K15643
total_15768738	K00059
total_15769908	K02035
total_15769937	K11996
total_1577049	K02477
total_15770620	K02412
total_15770895	K02658
total_157710	K09949
total_15771109	K15660
total_15771850	K03611
total_15772437	K13924
total_15774289	K07124
total_15774578	K03701
total_15774780	K08604
total_15776711	K03437
total_1577702	K15642
total_15777112	K00799
total_1577818	K04063
total_1577819	K13051
total_15778439	K03071
total_15779287	K07775
total_15780444	K11689
total_15780445	K00685
total_15780459	K02417
total_15781657	K01358
total_15782306	K00574
total_15782938	K00621
total_15783598	K07263
total_15783932	K02488
total_157841	K01414
total_15784305	K02377
total_15784807	K02474
total_15785677	K02409
total_15785714	K08884
total_15785813	K01206
total_15786540	K07071
total_15786940	K12543
total_15787818	K03631
total_15787819	K03562
total_15787820	K03560
total_15787821	K03832
total_15787871	K05367
total_15787897	K02658
total_15789135	K00928
total_15789328	K05366
total_1578951	K07259
total_15789775	K12209
total_15789859	K02556
total_15790728	K15675
total_15790839	K07715
total_15790923	K04780
total_15791485	K09650
total_1579150	K07277
total_1579161	K03439
total_15791780	K06889
total_15791786	K08309
total_15792028	K01887
total_15792204	K04780
total_15792377	K03437
total_15792468	K00688
total_15792578	K00978
total_15792870	K07689
total_15793545	K04750
total_15794565	K07670
total_1579601	K03856
total_15796022	K02460
total_15796023	K02459
total_15796587	K01198
total_15797009	K01188
total_15797129	K12308
total_15797742	K02280
total_15798268	K07003
total_15798372	K09794
total_15798602	K15661
total_15799925	K14058
total_15800128	K02662
total_15800281	K02016
total_1580111	K03688
total_15801164	K00677
total_1580166	K03687
total_158017	K07390
total_15802593	K01069
total_15802692	K01183
total_15803251	K04078
total_15803957	K15662
total_1580402	K03672
total_15804115	K03296
total_15804702	K01273
total_1580479	K09767
total_1580480	K03634
total_15804858	K03272
total_15804903	K03687
total_15805575	K10680
total_15806139	K15659
total_15806238	K07114
total_15806374	K07796
total_15807002	K13789
total_15807028	K12278
total_15807279	K15643
total_15807723	K07560
total_15808143	K01356
total_15808681	K01423
total_15809295	K01635
total_15810259	K03439
total_1581123	K00676
total_15811626	K00258
total_15811782	K04069
total_1581198	K14742
total_15812086	K15431
total_15812169	K01283
total_15812557	K13276
total_15812894	K11749
total_1581307	K03676
total_15813158	K00998
total_15813159	K00133
total_15813706	K02372
total_15814726	K02652
total_15814882	K05555
total_15815223	K02663
total_1581688	K12685
total_15817233	K04078
total_1581731	K01452
total_15817451	K02221
total_15818053	K01921
total_15818372	K02454
total_15818528	K05520
total_15818824	K03773
total_15818909	K06330
total_15820077	K01779
total_15820260	K02676
total_1582042	K00326
total_15821400	K03666
total_15822394	K02400
total_15823599	K03585
total_15823629	K00972
total_15824596	K01784
total_15824985	K15660
total_15825195	K01289
total_15825522	K00685
total_15825681	K02472
total_1582646	K13993
total_15826910	K02409
total_15827476	K00684
total_1582859	K14407
total_1582920	K00694
total_15829293	K11293
total_15829462	K01531
total_15829955	K00784
total_15829993	K01400
total_15830010	K12941
total_15830402	K12283
total_15831355	K06118
total_15831363	K00226
total_15831849	K08234
total_15832136	K15441
total_15833423	K01874
total_15833511	K00257
total_15834228	K01362
total_15834585	K02653
total_15834586	K02668
total_15834587	K02667
total_15834713	K05838
total_15834748	K11927
total_15835834	K02487
total_1583599	K05349
total_15836809	K05838
total_158375	K01443
total_15837595	K15921
total_15838215	K14742
total_15838450	K03671
total_15838540	K03437
total_15839017	K00325
total_1583932	K02401
total_15839379	K07012
total_15839391	K00970
total_1584100	K15532
total_15842129	K00609
total_15842679	K12618
total_15843529	K01684
total_15843730	K01173
total_1584458	K07568
total_1584459	K00773
total_15845175	K02278
total_15845682	K03455
total_158457	K15012
total_15845722	K03118
total_15846037	K01662
total_15846038	K07065
total_15846040	K00067
total_15846041	K02657
total_15846044	K12600
total_15846598	K14415
total_15846931	K15675
total_1584700	K00097
total_15847230	K03687
total_15847606	K01151
total_15847903	K03437
total_15848059	K02485
total_15848061	K03088
total_15848256	K00965
total_1584859	K01281
total_15848827	K02409
total_15849045	K02967
total_15849481	K03177
total_15849512	K02400
total_1585053	K15642
total_1585258	K03798
total_15853332	K03088
total_15855357	K01255
total_1585589	K01419
total_15857229	K04078
total_15857365	K04780
total_15857686	K15431
total_15857898	K07705
total_15857955	K01362
total_15858108	K13584
total_15858685	K07715
total_15860681	K15921
total_15861773	K00354
total_15861860	K10011
total_15862068	K15257
total_15863648	K00604
total_15863821	K08604
total_15864084	K13599
total_15864453	K02670
total_15864528	K01289
total_15864553	K00537
total_1586477	K00849
total_15865643	K08738
total_1586590	K11443
total_15866013	K02656
total_15866067	K02803
total_15866263	K00685
total_15866293	K01698
total_1586635	K01921
total_1586674	K08311
total_1586744	K01955
total_15867582	K03517
total_1586761	K05801
total_15867893	K08358
total_15868689	K01452
total_15868911	K12573
total_15870484	K03671
total_15871352	K00906
total_15871475	K07075
total_1587168	K01414
total_15872154	K13815
total_15872856	K03775
total_1587383	K07720
total_15873831	K15257
total_15873832	K12454
total_15874075	K15662
total_15874102	K01710
total_15874259	K03540
total_15874340	K02280
total_15874383	K00965
total_15874933	K05516
total_15874968	K00970
total_15875051	K13612
total_15875098	K00858
total_15875302	K07533
total_15875941	K05595
total_15876008	K01755
total_15876419	K02992
total_15877898	K11893
total_15878176	K08884
total_1587829	K07799
total_15878369	K09457
total_15879523	K15451
total_15879562	K03767
total_15879901	K00694
total_15881395	K03429
total_15882528	K02487
total_15882895	K09020
total_1588367	K08679
total_15884172	K02487
total_1588494	K12410
total_15884941	K14058
total_15885183	K01278
total_15886740	K01679
total_15887381	K03687
total_15887444	K00646
total_15887622	K01443
total_1588820	K07684
total_15888307	K13584
total_15889065	K00703
total_15889234	K07568
total_15889645	K01277
total_15889938	K02658
total_1589024	K06207
total_15890726	K05520
total_15890854	K00294
total_15891055	K07124
total_15891884	K03770
total_15892181	K10011
total_15892284	K01194
total_15892657	K05874
total_15892783	K13588
total_15892858	K02653
total_15892970	K00694
total_15892997	K13628
total_15893429	K04762
total_15894257	K03215
total_1589491	K11689
total_15894970	K05343
total_15895303	K04792
total_15896501	K01893
total_15896792	K06402
total_15896954	K07658
total_15897256	K01322
total_15897594	K01358
total_15898405	K08776
total_15898460	K00666
total_1589940	K00118
total_1589941	K02199
total_1589945	K13694
total_1589947	K03671
total_15899557	K05994
total_1589957	K07762
total_15899921	K02657
total_15900491	K08259
total_15901061	K02657
total_1590131	K02450
total_1590149	K01190
total_15902512	K01963
total_15903002	K04075
total_15903250	K07494
total_15903880	K02472
total_1590443	K11621
total_15904456	K01295
total_15904715	K12511
total_15905565	K03657
total_15906016	K01745
total_15906276	K07347
total_15906409	K07559
total_15907800	K03684
total_15908869	K15660
total_15910191	K02005
total_15910246	K15431
total_15911138	K06937
total_15911358	K15431
total_15911574	K02803
total_15912017	K02564
total_15912152	K07455
total_15912196	K03767
total_15912623	K07667
total_15912994	K07788
total_15913669	K00970
total_15914124	K01902
total_1591447	K04094
total_15914513	K07402
total_15914542	K07787
total_1591501	K00703
total_15915033	K07659
total_15915403	K04078
total_15915822	K15431
total_15916556	K11443
total_15917077	K05989
total_15918442	K03088
total_15919283	K03545
total_15920609	K00864
total_15920628	K03771
total_15920747	K02669
total_15920990	K02004
total_15921414	K02768
total_15921718	K03043
total_15921724	K15654
total_15921854	K15441
total_15921878	K03089
total_15923045	K03768
total_15923427	K02005
total_15924104	K03495
total_15924201	K00283
total_15924202	K00282
total_15924978	K02473
total_15925180	K15921
total_1592566	K00528
total_15926783	K06076
total_15928253	K13613
total_15928291	K02666
total_15928968	K02528
total_15929445	K11900
total_15929519	K03611
total_15930772	K04775
total_15931178	K06118
total_15931425	K01652
total_1593148	K02417
total_15931567	K03272
total_15931764	K01258
total_15932362	K02281
total_15932739	K15387
total_15933212	K02654
total_15933472	K12510
total_15934016	K03821
total_15934616	K01529
total_15934621	K08084
total_15934821	K05516
total_15935719	K12308
total_15935805	K02967
total_15935864	K05838
total_15936569	K04780
total_15936699	K01190
total_1593710	K03771
total_15937542	K14335
total_15937806	K03687
total_15938233	K05516
total_15939757	K03088
total_1593992	K00077
total_1594064	K07263
total_15941209	K01635
total_15942666	K03686
total_1594324	K00837
total_15943562	K02843
total_1594442	K04094
total_15944548	K01579
total_15945284	K06959
total_15945464	K02660
total_15945796	K12573
total_15946509	K04762
total_15946697	K03466
total_15946698	K03634
total_15946734	K08359
total_15946878	K00849
total_15947202	K07039
total_15948071	K02657
total_15948119	K01419
total_15948554	K15513
total_15948571	K03701
total_1594887	K14647
total_15948945	K02666
total_15952173	K15387
total_1595238	K04094
total_15954127	K00970
total_15954365	K02291
total_15954723	K03798
total_15955004	K15642
total_15955280	K03088
total_15956485	K15660
total_15957928	K07798
total_15957929	K07787
total_15958275	K08641
total_15959194	K03424
total_1596157	K01262
total_15962163	K02564
total_15962639	K02221
total_15963855	K15855
total_15966224	K03116
total_15966268	K15660
total_15967217	K11896
total_15967334	K01362
total_15967776	K00701
total_15967802	K06911
total_15967814	K01423
total_15967906	K12436
total_1596852	K03684
total_15968710	K00965
total_15969055	K10819
total_1596937	K01419
total_15969434	K01776
total_15969728	K01289
total_15970878	K04078
total_1597199	K04084
total_15972109	K08234
total_15972564	K04774
total_15972567	K15665
total_1597277	K01283
total_15972781	K02533
total_15972988	K00612
total_15972992	K15670
total_15972994	K14371
total_15973176	K02003
total_15973177	K02004
total_15973811	K03216
total_15973845	K15650
total_15974701	K09788
total_15974973	K06704
total_15975214	K07798
total_15975267	K04085
total_15975743	K00975
total_159759	K00884
total_15975931	K07114
total_1597670	K07390
total_15977661	K07689
total_15978237	K01262
total_15979680	K03768
total_15979910	K07689
total_1598091	K02346
total_15981222	K01915
total_15981452	K13282
total_15981688	K03086
total_15982106	K15358
total_15982319	K02278
total_15982739	K13628
total_15983196	K03687
total_1598350	K07708
total_15983746	K04691
total_15984068	K01286
total_15984303	K00884
total_15984584	K03611
total_15984760	K01289
total_15985178	K01885
total_15985458	K00024
total_15985889	K04061
total_15986066	K09014
total_15986280	K00123
total_1598702	K00325
total_15987638	K03932
total_159878	K12240
total_15987856	K00765
total_15987859	K03529
total_15988421	K07796
total_15988568	K04078
total_15989059	K13282
total_15989555	K01029
total_15989719	K01903
total_15989720	K11711
total_15990674	K07071
total_15991826	K00936
total_15991987	K15660
total_15992052	K03767
total_15992384	K04083
total_15992544	K00287
total_15992821	K06173
total_15993083	K07798
total_15993386	K04094
total_15994032	K03666
total_15994162	K07683
total_15994350	K00986
total_15994844	K01417
total_15996181	K00133
total_15996284	K13598
total_1599685	K07568
total_15997063	K03671
total_15997770	K00688
total_1599863	K05555
total_15999195	K07669
total_15999261	K00837
total_1599946	K01372
total_15999500	K00703
total_16000731	K05998
total_1600077	K01293
total_1600108	K01631
total_16001654	K02876
total_16001684	K15664
total_16001936	K00548
total_16002006	K03100
total_16002076	K01278
total_16003287	K02051
total_16003349	K12854
total_16003445	K09607
total_1600387	K00494
total_1600408	K02653
total_16004147	K01768
total_16005031	K05350
total_16005168	K01356
total_16005430	K00694
total_16005431	K01179
total_16006113	K01090
total_1600687	K04774
total_16007702	K03596
total_16008360	K01269
total_1600858	K06888
total_16008598	K02666
total_16009243	K15655
total_16009500	K02533
total_16009584	K15358
total_16009856	K07667
total_16010707	K05838
total_16010961	K07787
total_16011800	K02242
total_16011954	K06951
total_1601234	K05838
total_16012431	K04772
total_1601273	K00849
total_16013252	K01194
total_16013893	K02635
total_16013894	K02636
total_16014132	K15469
total_16014169	K05968
total_16014281	K02400
total_16014400	K06169
total_16014947	K00849
total_16014987	K04078
total_16014995	K03469
total_16015024	K08738
total_16015055	K07560
total_16015233	K03437
total_16015237	K00088
total_16015529	K01299
total_16015654	K04772
total_1601692	K11443
total_16016942	K05520
total_16017739	K04080
total_16018222	K02651
total_16018316	K15431
total_16018701	K03770
total_16018899	K02666
total_16019685	K01283
total_16021666	K01414
total_16021723	K03767
total_1602264	K03667
total_1602286	K07793
total_1602354	K02622
total_16024352	K02667
total_16025204	K01297
total_16025504	K03833
total_1602572	K02657
total_16025909	K01784
total_16025971	K03152
total_16027105	K03088
total_16027376	K15660
total_16027721	K06158
total_16028022	K03088
total_16028031	K03671
total_16028050	K02667
total_1602853	K08282
total_16028677	K01897
total_16028787	K02621
total_16028794	K01338
total_16029079	K13612
total_16029087	K01198
total_16029844	K01463
total_16030377	K03455
total_16031618	K08679
total_16032301	K03767
total_16032383	K07486
total_1603340	K02650
total_16034126	K01317
total_1603493	K07705
total_16035142	K02288
total_1603669	K07263
total_16037432	K01147
total_16037433	K06867
total_16037796	K02481
total_16038024	K02878
total_16038025	K02982
total_16038673	K06920
total_16039378	K02535
total_16039570	K00540
total_16039755	K01585
total_16041863	K11689
total_16042226	K06894
total_16042949	K15659
total_16043254	K01998
total_16043537	K01419
total_16043663	K02533
total_16044283	K14673
total_16044815	K01873
total_16044902	K00936
total_16045	K11890
total_16045120	K01362
total_16045252	K05539
total_16045449	K06617
total_16045764	K03296
total_16046327	K00456
total_16046662	K04078
total_1604956	K00973
total_1604959	K01858
total_1604963	K03931
total_16049782	K06894
total_16049882	K00074
total_1605020	K11754
total_16051722	K07262
total_16052204	K01207
total_16052630	K02238
total_1605350	K03321
total_16053749	K06888
total_16054251	K02656
total_1605472	K01277
total_16055142	K12373
total_16055814	K09457
total_16056660	K11895
total_1605687	K01087
total_1605699	K01452
total_16057031	K13282
total_16057338	K07011
total_1605805	K03832
total_16058140	K11904
total_16058217	K04078
total_16058645	K01913
total_16059778	K07775
total_16060386	K00100
total_16060730	K00453
total_1606081	K11902
total_16061411	K07387
total_16061543	K01299
total_1606186	K01130
total_16062041	K15660
total_16062535	K03147
total_16062649	K00067
total_16062701	K02281
total_16062725	K00685
total_16062806	K07347
total_16062958	K05539
total_16064329	K05986
total_1606540	K08282
total_16065487	K15358
total_16066351	K02421
total_16066416	K01361
total_16068982	K00951
total_16069747	K07114
total_16069927	K10126
total_16070082	K07114
total_16070648	K08676
total_16070794	K02363
total_16071215	K12573
total_1607137	K01885
total_16072022	K00700
total_16072143	K07798
total_16072756	K04691
total_16072929	K08234
total_16073074	K01423
total_16073356	K14407
total_16073635	K00694
total_1607418	K07577
total_16074183	K15329
total_16076789	K11902
total_16077025	K02669
total_16077819	K15460
total_16078065	K14672
total_1607967	K14981
total_16080463	K13246
total_16081050	K15431
total_16081960	K00540
total_1608249	K01210
total_16083176	K03328
total_1608419	K02492
total_16084398	K04078
total_16085449	K03216
total_16085678	K15660
total_16085985	K02221
total_1608657	K07106
total_1608658	K02564
total_1608659	K00884
total_16086731	K00117
total_16086835	K07793
total_16087035	K02660
total_16087387	K08679
total_16088111	K07799
total_16088829	K14415
total_1608951	K14368
total_16089675	K06894
total_16089736	K01921
total_16090125	K03089
total_16090373	K01703
total_16090625	K04772
total_16090737	K02409
total_16090900	K03046
total_16091525	K00883
total_16092463	K02666
total_16092821	K03101
total_16092851	K15256
total_16092884	K02412
total_16093219	K03528
total_1609324	K07798
total_16094393	K12573
total_16095008	K00035
total_16095300	K02890
total_16095649	K07263
total_16096026	K01709
total_16096657	K07787
total_16096773	K06381
total_16097184	K15659
total_16097640	K15660
total_16098176	K01344
total_16098880	K06949
total_16100017	K01338
total_16100900	K01951
total_16101234	K02992
total_16101259	K09457
total_16101722	K09800
total_1610202	K01008
total_16102054	K00936
total_16102438	K14415
total_16102968	K03215
total_16103468	K03101
total_16103749	K03496
total_1610388	K12574
total_1610393	K01356
total_1610398	K03655
total_1610401	K00812
total_1610402	K07264
total_16104554	K00849
total_16105444	K05275
total_16105556	K03769
total_16105801	K00058
total_16105802	K01468
total_16105868	K01681
total_1610621	K02237
total_16106913	K07114
total_16107114	K04043
total_16107115	K03687
total_16107127	K06911
total_16107390	K11927
total_16107875	K00256
total_16108286	K01975
total_16109475	K02658
total_16109757	K00685
total_16110003	K03671
total_16110196	K12984
total_16111111	K15660
total_16112423	K03296
total_16113042	K00974
total_16113291	K12308
total_16115024	K07303
total_16115681	K03071
total_16116647	K01322
total_16117740	K01376
total_16117905	K06920
total_16117907	K04083
total_16119596	K07684
total_1612164	K04485
total_161224	K05555
total_16123209	K03536
total_16124702	K04078
total_16125223	K03585
total_16125458	K02656
total_16127365	K03797
total_1612753	K01897
total_16127671	K07577
total_16128228	K05998
total_16128317	K02477
total_1612859	K10770
total_16128744	K03406
total_16128746	K03408
total_16129421	K03672
total_16129429	K08696
total_16129733	K11443
total_16129774	K03671
total_16129919	K03687
total_16130072	K03092
total_16130362	K08653
total_16130844	K04751
total_16131237	K10773
total_16131424	K05367
total_16131944	K03408
total_16132829	K02836
total_16132863	K03797
total_16133425	K10026
total_16133510	K00164
total_1613354	K07390
total_16133637	K09457
total_16135879	K01749
total_16136304	K01838
total_16136433	K07004
total_16137007	K03101
total_1613819	K04078
total_1613826	K02487
total_1613864	K01755
total_16139209	K12600
total_16139237	K00884
total_16139263	K04084
total_1613953	K01069
total_1613971	K03530
total_16139930	K02279
total_16139943	K02477
total_1614038	K03075
total_16140431	K02411
total_1614046	K06169
total_1614047	K01112
total_1614048	K07029
total_16140983	K15358
total_16140998	K06169
total_16141614	K12573
total_16142074	K15012
total_16142957	K00568
total_16143706	K08676
total_16144008	K06894
total_16144280	K15662
total_16145191	K03702
total_16145896	K04780
total_1614596	K07662
total_16146172	K11900
total_16147646	K00281
total_16147873	K03177
total_16147932	K00703
total_16148672	K07796
total_16148739	K00694
total_16148785	K11325
total_16148790	K04085
total_16149505	K02667
total_16149547	K03406
total_16150049	K02412
total_16150161	K04094
total_16150263	K08574
total_1615042	K12282
total_16151558	K15257
total_1615179	K15512
total_16152081	K07461
total_16152667	K12454
total_16154698	K03439
total_1615505	K02221
total_16155615	K01939
total_16156376	K02986
total_16156418	K02659
total_1615653	K01423
total_16156657	K13525
total_16156682	K01199
total_16157539	K00989
total_16157848	K05998
total_16158192	K01336
total_16158455	K00117
total_16158710	K08679
total_16159506	K15358
total_16159877	K11939
total_1615998	K14980
total_16161398	K01452
total_16161815	K09458
total_16162249	K02417
total_16162297	K15660
total_16162321	K02658
total_16162989	K03046
total_16164174	K02335
total_16164474	K04094
total_1616484	K07114
total_16164926	K00694
total_16165200	K04078
total_16165484	K07787
total_16165972	K07788
total_1616738	K13993
total_1616744	K06168
total_16167531	K07486
total_16169286	K01207
total_16169458	K03798
total_16170097	K14441
total_16170928	K06907
total_16171273	K02667
total_16171307	K00975
total_16171388	K01198
total_1617206	K01838
total_16172388	K04780
total_16172576	K02564
total_1617320	K13589
total_16173459	K12605
total_1617393	K03439
total_16175900	K15012
total_16176014	K15431
total_16176622	K04780
total_16176821	K11749
total_16177663	K00257
total_16182478	K04762
total_16183274	K06402
total_16183512	K04774
total_1618385	K01696
total_16184064	K03611
total_16185116	K06169
total_16185188	K03769
total_16185200	K01463
total_16185815	K01681
total_16186313	K14980
total_16186379	K02004
total_16188420	K00688
total_16189391	K04042
total_16189429	K12297
total_16189529	K07315
total_16190123	K14665
total_16190180	K01166
total_16190942	K15660
total_16191254	K04618
total_16191618	K01838
total_16191795	K00965
total_16192139	K02412
total_16192413	K01120
total_16192959	K01452
total_16193189	K00849
total_16193846	K10770
total_1619403	K12410
total_16194690	K01212
total_16195761	K07390
total_16195937	K01301
total_16196813	K08679
total_16197071	K15512
total_16197248	K04044
total_16197610	K07300
total_16197883	K03216
total_16198805	K08679
total_16199142	K01423
total_16199486	K04763
total_16199487	K02316
total_16199767	K02281
total_16200017	K15654
total_16200737	K00248
total_16201137	K15655
total_16201570	K07814
total_16201669	K14168
total_16201758	K12686
total_16203168	K00986
total_1620321	K11717
total_16205359	K01434
total_16205617	K05520
total_1620578	K03517
total_16205910	K06920
total_16206353	K01448
total_16206457	K03611
total_16206517	K12941
total_16206667	K15660
total_162070	K07273
total_16207298	K02412
total_16207875	K13275
total_1620851	K02238
total_16209072	K03529
total_16209416	K12452
total_16209542	K04780
total_16209584	K01419
total_16210067	K10011
total_16210815	K13588
total_16211778	K10960
total_16212560	K14980
total_16213039	K02280
total_16213061	K15660
total_1621335	K01277
total_16213899	K07659
total_162140	K02004
total_16214309	K00703
total_16214379	K04567
total_16214443	K01961
total_16214535	K01414
total_16215710	K00832
total_16215711	K11381
total_16216626	K01190
total_16216793	K07793
total_16217113	K01419
total_16217549	K04094
total_1621795	K00764
total_16218945	K04774
total_1621927	K03767
total_16220033	K07687
total_16220098	K15431
total_16220158	K01087
total_16222527	K11103
total_16222745	K12685
total_16222755	K07796
total_16223111	K01066
total_16223285	K15012
total_16224810	K02199
total_16225183	K01657
total_1622534	K15921
total_16225511	K07407
total_16225652	K03671
total_16225963	K03216
total_162262	K02967
total_1622621	K03611
total_16226323	K08311
total_16228311	K04075
total_162288	K06894
total_16229484	K03667
total_16229485	K01419
total_162298	K01259
total_1622987	K01286
total_16230061	K02275
total_16230254	K00523
total_16230435	K07665
total_16230457	K12510
total_16230744	K07263
total_16230803	K03101
total_16231311	K02658
total_16231917	K01790
total_16233571	K02533
total_1623373	K01167
total_1623376	K02664
total_1623377	K02663
total_16234076	K01733
total_1623443	K15642
total_1623530	K09457
total_16235796	K12410
total_16236023	K02003
total_16236056	K00494
total_1623609	K11443
total_16236625	K12686
total_16237167	K03667
total_16237899	K10770
total_16238176	K00599
total_1623827	K11443
total_16238608	K01838
total_16239098	K02488
total_162400	K15441
total_16240146	K15679
total_16240491	K07665
total_16241102	K04035
total_16241912	K01259
total_16242321	K05337
total_16242322	K07665
total_16242573	K00517
total_16242875	K03770
total_16243496	K08679
total_16244170	K16066
total_16244721	K01199
total_1624482	K03294
total_1624484	K06871
total_16245309	K02237
total_16245637	K02658
total_16245831	K03076
total_16246540	K06920
total_1624663	K13584
total_16246719	K02351
total_16247045	K02667
total_16247064	K02400
total_16247284	K15431
total_16247895	K07390
total_16248105	K03980
total_16249011	K05914
total_16249012	K02364
total_1625013	K01631
total_16250989	K01647
total_16251007	K03071
total_16251245	K05970
total_16251712	K02004
total_16251866	K08603
total_16253585	K00936
total_16253735	K01238
total_16253799	K13276
total_16253918	K12686
total_16254084	K13588
total_16254165	K09457
total_16254294	K01258
total_16254938	K12600
total_1625699	K07478
total_16257763	K02666
total_16259490	K10770
total_16260008	K03432
total_16260473	K05520
total_16260576	K09457
total_16260802	K07684
total_16260944	K04774
total_1626107	K00972
total_16261177	K08676
total_16261429	K01322
total_16261598	K03152
total_16262488	K05838
total_16263322	K00685
total_16263538	K14415
total_16264652	K03100
total_16265280	K00324
total_16265369	K06015
total_16266432	K04780
total_16266511	K01199
total_16266824	K05838
total_16266904	K03322
total_162684	K03544
total_162685	K01358
total_162686	K01358
total_162687	K07501
total_16269505	K00024
total_16269974	K03296
total_16271773	K03088
total_16271897	K15655
total_16272059	K00569
total_16272217	K00974
total_1627227	K04775
total_16273166	K03684
total_16273833	K02347
total_16274341	K02662
total_16274532	K03771
total_16274707	K00758
total_16274792	K13613
total_16274980	K15642
total_16275129	K03595
total_16275384	K07714
total_1627569	K03216
total_16276014	K01695
total_16276293	K00685
total_16277464	K01271
total_1627760	K02556
total_16277784	K00791
total_16278099	K13599
total_16278103	K01095
total_16278104	K03742
total_16278107	K00057
total_16280576	K03750
total_16280671	K00035
total_16280676	K15655
total_16280701	K03296
total_16280856	K01654
total_16281772	K04083
total_16282018	K00762
total_16282368	K15451
total_16282448	K07025
total_16282509	K15653
total_16283177	K01679
total_16283178	K01999
total_16284149	K03687
total_16284541	K09458
total_16284742	K03046
total_16285058	K01649
total_16285270	K00972
total_16285853	K01362
total_16285860	K07787
total_16286168	K15655
total_16286698	K15667
total_16287482	K03724
total_1628873	K02533
total_16289227	K15378
total_16289260	K08352
total_16289377	K02658
total_16289929	K03694
total_1628993	K14368
total_16290304	K02472
total_16290308	K12410
total_16290412	K15660
total_16290471	K05838
total_16291709	K08084
total_16292316	K03611
total_16294216	K03592
total_16294809	K02411
total_16296185	K07687
total_16296668	K07716
total_16297674	K01087
total_16298831	K03101
total_16299326	K02477
total_16299500	K15667
total_1629953	K00703
total_16300119	K01749
total_16300448	K00697
total_16300450	K07696
total_16300867	K15677
total_16302324	K03536
total_1630260	K07390
total_16302996	K13275
total_16302997	K01256
total_16303078	K02237
total_1630323	K09553
total_16304087	K15451
total_16304229	K02549
total_16305047	K03076
total_16305251	K01759
total_16305987	K01269
total_16306189	K02237
total_16306952	K02221
total_16306965	K11991
total_16307892	K01166
total_163083	K07798
total_163084	K02003
total_16308475	K01452
total_16308501	K02242
total_16308517	K03071
total_16309556	K01422
total_16309710	K01593
total_1631059	K07774
total_16310692	K03769
total_16310770	K01167
total_16311362	K11896
total_16311647	K03825
total_16312185	K14987
total_16312994	K01188
total_16313651	K00983
total_16313953	K01779
total_16315057	K02988
total_16315159	K04751
total_16315202	K03574
total_16316353	K00849
total_16316516	K01419
total_16316980	K07456
total_16316981	K02316
total_1631726	K00965
total_16317843	K07583
total_16318534	K02282
total_16318738	K01356
total_16318859	K03536
total_16318876	K15257
total_163194	K01271
total_16319981	K15431
total_16320333	K03653
total_16320388	K01969
total_16320419	K07261
total_16320422	K00703
total_16320592	K01760
total_1632068	K01894
total_16320964	K15662
total_16321706	K15642
total_16321719	K01362
total_16321818	K07687
total_16322056	K14441
total_16322161	K06169
total_16322970	K03771
total_16323052	K12700
total_16323351	K01301
total_16323683	K01963
total_16323875	K07390
total_1632409	K03101
total_16324191	K04780
total_16324600	K06177
total_16325324	K08311
total_16325439	K02420
total_1632600	K01142
total_16326291	K01887
total_16326671	K13015
total_16327964	K01897
total_1632846	K01277
total_16328511	K15012
total_16328523	K01803
total_16328860	K10943
total_16329816	K12283
total_16329947	K15727
total_16330032	K08641
total_16330419	K08776
total_1633060	K00684
total_16330948	K01414
total_16331276	K07749
total_16331771	K01226
total_16331809	K01258
total_16331919	K02533
total_16331924	K07793
total_16332369	K12208
total_16332732	K02744
total_16333242	K05555
total_16333509	K01176
total_16333538	K14415
total_16334061	K15921
total_16334103	K03771
total_1633514	K00684
total_16336614	K01187
total_16336697	K15663
total_1633706	K12454
total_16337062	K01937
total_16337381	K03771
total_16337803	K01955
total_16337890	K01968
total_16338165	K00688
total_16338331	K00556
total_16338561	K03320
total_16338571	K01679
total_16339530	K00517
total_1634042	K12410
total_16340471	K01278
total_16340519	K03431
total_16340571	K02658
total_16340927	K07501
total_16341362	K14161
total_16341637	K01277
total_16341694	K02337
total_163423	K12511
total_16342415	K00763
total_16344131	K07566
total_16344825	K00423
total_16344921	K14981
total_16345063	K05995
total_16345733	K15358
total_16346346	K15663
total_16350919	K03684
total_16351929	K01362
total_16352087	K15650
total_16352258	K01869
total_1635260	K00068
total_1635276	K02556
total_16352911	K06606
total_16353174	K03092
total_16353175	K05808
total_16353191	K02450
total_16353300	K02666
total_16353394	K02237
total_16353442	K11900
total_1635369	K07787
total_16353931	K01423
total_1635452	K03177
total_1635694	K01494
total_16357244	K02364
total_16357811	K07588
total_16358619	K14415
total_16358927	K02014
total_16359052	K12618
total_16359125	K02242
total_16359147	K02601
total_16359391	K02666
total_16360551	K03413
total_16360581	K13614
total_16360711	K00703
total_16361567	K11749
total_16361593	K02314
total_16361807	K01638
total_16362388	K13614
total_1636327	K00523
total_1636329	K12686
total_16363583	K00088
total_16363600	K03671
total_1636390	K03671
total_1636519	K12605
total_16365764	K01295
total_16366468	K00560
total_16366618	K09458
total_1636684	K03536
total_16367006	K03687
total_16367512	K13611
total_1636774	K03671
total_16368342	K03540
total_16368377	K07689
total_16369450	K07262
total_16369637	K03770
total_16370060	K06888
total_16370392	K06168
total_16371863	K07322
total_16372365	K15660
total_16372404	K01278
total_16372876	K11991
total_163731	K02409
total_16373494	K15653
total_16373545	K04691
