Query_id	Ko_id
total_14703243	K11921
total_14704771	K06221
total_14705584	K02109
total_14706972	K00265
total_14714009	K02836
total_14714018	K01945
total_14714038	K07100
total_14714073	K07284
total_14714079	K00789
total_14714156	K00426
total_1471734	K09684
total_14717759	K00364
total_14718533	K02077
total_14718869	K11855
total_14720311	K00411
total_1472090	K02884
total_14721736	K11337
total_14722759	K01505
total_1472382	K01624
total_14725058	K02227
total_14725543	K00265
total_14727342	K02298
total_1472807	K01489
total_14729066	K03436
total_14729075	K01752
total_14729079	K01778
total_14729111	K00013
total_14731519	K00368
total_14732289	K14393
total_14732821	K00336
total_14733732	K06674
total_14740239	K02008
total_14740240	K02006
total_14744942	K02112
total_14745135	K08683
total_14745452	K10241
total_14746108	K15408
total_14747688	K01589
total_1474786	K07738
total_14751330	K05830
total_14752969	K01428
total_14753379	K03404
total_14753689	K06024
total_14758454	K00338
total_14758679	K03428
total_14760960	K07494
total_14761204	K02298
total_14762584	K01744
total_14762969	K00338
total_14764112	K02297
total_14764186	K03521
total_1476610	K01507
total_14766788	K13950
total_1476695	K12489
total_14766995	K00627
total_14768479	K15785
total_14769522	K09882
total_14773088	K00338
total_14773184	K02838
total_14775213	K15371
total_14776095	K15255
total_14777663	K00406
total_14778795	K00338
total_1478256	K02552
total_1478258	K02551
total_1478259	K01856
total_1478260	K02548
total_14784153	K02276
total_1478625	K01424
total_14786902	K00330
total_14790515	K13633
total_1479254	K01792
total_1479541	K02110
total_14795811	K01470
total_14796118	K14393
total_1479738	K00332
total_1479874	K02298
total_14798989	K04074
total_1480053	K01953
total_1480178	K01682
total_14802552	K03765
total_1480953	K02956
total_14809962	K00926
total_1481059	K05799
total_1481176	K00754
total_14813287	K03885
total_1481329	K00411
total_14815273	K02298
total_14815427	K01477
total_14821246	K03787
total_1482533	K00114
total_14825379	K00370
total_14825661	K05814
total_14826485	K00262
total_1482752	K02274
total_14828945	K02299
total_14829718	K00338
total_14831193	K02299
total_14831526	K00441
total_14844075	K11440
total_14844789	K02112
total_14847296	K02304
total_14847744	K00265
total_14848514	K00124
total_14848715	K07735
total_14849781	K09012
total_14855492	K02110
total_14856727	K15634
total_14857786	K00121
total_14858525	K03762
total_14860938	K00266
total_14861355	K00366
total_14865617	K03891
total_14867133	K00338
total_14869113	K01428
total_14871415	K02299
total_14871416	K02298
total_14871561	K02405
total_14873828	K00333
total_14873829	K00332
total_14875840	K07642
total_1487620	K05903
total_14877957	K03787
total_1488017	K00886
total_14880439	K02549
total_14882270	K10553
total_14883979	K07042
total_14884124	K02299
total_14885216	K01623
total_14888596	K11473
total_14889145	K06954
total_14892063	K15986
total_14893612	K00343
total_1489584	K02297
total_14897361	K01132
total_14898392	K00175
total_14898537	K02777
total_14900604	K14449
total_14900774	K00265
total_14900911	K02015
total_14902961	K02836
total_14906348	K03779
total_14907232	K00878
total_14907233	K07182
total_14907234	K01775
total_14907506	K02301
total_14910228	K00426
total_14910329	K00368
total_14911183	K02503
total_1491257	K02276
total_14918224	K13770
total_14918225	K02503
total_14919432	K00242
total_14920343	K06134
total_14920744	K00823
total_14923961	K14056
total_14924327	K03558
total_14924930	K03179
total_14926144	K00137
total_14926858	K10544
total_1493228	K11493
total_14932612	K10554
total_1493344	K09688
total_1493345	K09689
total_14935103	K03885
total_14937288	K01678
total_14937581	K03705
total_14937636	K01803
total_14938960	K09761
total_14939260	K03041
total_14941205	K02916
total_14941934	K02276
total_14941935	K02276
total_14943734	K15430
total_14943735	K15430
total_14945167	K13638
total_14947326	K01835
total_1495122	K03575
total_14951914	K00338
total_14952396	K16012
total_14954833	K02956
total_14955277	K00330
total_14955653	K03586
total_14956239	K08073
total_14956608	K04795
total_14957835	K01785
total_14957854	K10206
total_14962996	K12256
total_14964244	K01624
total_14964504	K00760
total_14964873	K00822
total_14965982	K00013
total_14966445	K00426
total_14966536	K02276
total_14967278	K01406
total_14968119	K00322
total_1497076	K06075
total_14971387	K01056
total_14975674	K02276
total_14975681	K00338
total_14976431	K03885
total_14977084	K07735
total_14978882	K00023
total_14979432	K03885
total_1497944	K01907
total_14979899	K02297
total_14980206	K09810
total_14980544	K00338
total_14982329	K13810
total_1498235	K02112
total_14984411	K00121
total_14991312	K03787
total_14991313	K06019
total_14992605	K03521
total_14995623	K02112
total_14995832	K01792
total_14996574	K01507
total_149979	K00265
total_14998091	K02552
total_14998300	K01470
total_15000223	K01962
total_15000396	K03885
total_1500081	K05846
total_1500082	K05847
total_15001093	K03215
total_15001757	K00643
total_15003663	K00339
total_15004936	K15036
total_15007744	K03891
total_1501008	K01222
total_15014268	K00411
total_15016416	K01659
total_1501644	K00823
total_1501703	K00595
total_1501704	K13541
total_150172	K01507
total_1501744	K00404
total_15018185	K00368
total_1501853	K14449
total_15020128	K00124
total_15020692	K02902
total_15020693	K02913
total_15021479	K15255
total_150227	K02304
total_15023015	K00927
total_15023183	K00937
total_15024322	K11294
total_15024980	K02895
total_1503143	K00330
total_15031438	K00245
total_15037021	K02429
total_15040081	K01420
total_15042108	K02298
total_15045616	K00016
total_15046160	K02109
total_15047699	K00228
total_1505451	K07056
total_15054610	K02112
total_15055702	K00330
total_15055756	K07220
total_15057642	K00426
total_15057686	K01424
total_15058305	K02548
total_15060692	K00265
total_15061646	K00265
total_15061683	K00335
total_15066939	K10907
total_15067769	K05816
total_1506919	K07244
total_15073000	K05903
total_15075339	K00330
total_15077471	K00823
total_15078691	K02036
total_15080228	K03841
total_1508159	K01682
total_15082230	K07455
total_15083178	K02548
total_15086410	K01689
total_15086899	K00265
total_1508776	K02117
total_15088370	K00605
total_15092843	K13633
total_15092983	K00330
total_15093373	K15598
total_15095636	K02276
total_15098200	K01803
total_1509852	K00329
total_15100994	K02276
total_1510137	K00411
total_15102977	K01478
total_15106014	K13641
total_15109623	K00273
total_15109803	K01241
total_15117924	K09694
total_15118449	K10778
total_15119917	K01673
total_151256	K00404
total_15126110	K00140
total_1513390	K11407
total_15134068	K02340
total_15134451	K01785
total_15136989	K01661
total_15136990	K02548
total_15137199	K14287
total_15137639	K10810
total_15138252	K00822
total_15138798	K00404
total_15140418	K01424
total_151455	K11136
total_1514586	K10231
total_15145986	K01144
total_15147211	K07494
total_15148119	K00908
total_1514895	K06019
total_1514914	K01623
total_15149498	K05846
total_15149542	K03841
total_15154104	K05578
total_15154422	K14447
total_15158514	K01939
total_15159023	K00338
total_15159610	K06857
total_15159611	K05772
total_15160503	K00265
total_15161502	K09811
total_15162746	K01624
total_1516357	K07214
total_15165372	K00265
total_15166050	K03501
total_15166875	K00641
total_15169486	K01673
total_15172125	K00499
total_15173806	K02299
total_15174487	K01222
total_15175753	K00985
total_15177839	K03394
total_15178154	K02838
total_15178317	K02446
total_15181828	K02113
total_15184537	K04034
total_15187321	K01905
total_15187389	K02584
total_15188748	K11472
total_15190877	K07161
total_15190933	K02160
total_15193302	K01470
total_1519681	K07506
total_1519732	K01673
total_15206209	K01916
total_15206322	K03072
total_1520685	K00404
total_1520686	K00405
total_1520688	K00406
total_1520727	K02109
total_15209003	K01673
total_15209140	K00339
total_15213706	K01659
total_15215813	K01926
total_15217557	K09823
total_15219396	K00411
total_15219587	K00405
total_1522019	K02276
total_15221951	K00135
total_15224519	K03609
total_15227682	K01816
total_15227708	K00262
total_15229801	K00411
total_15231384	K10780
total_15231584	K01880
total_15232198	K00122
total_1523580	K00830
total_15238719	K08139
total_15238918	K05522
total_15240064	K11212
total_15242507	K01507
total_15244105	K01803
total_15244135	K00338
total_15247881	K00338
total_15248049	K02114
total_15251579	K09005
total_15252201	K00140
total_15256470	K03521
total_15257595	K00366
total_15258002	K01835
total_15258024	K00371
total_15266045	K03428
total_15267791	K02874
total_15270715	K00170
total_15272812	K01507
total_15273149	K00425
total_1527493	K07091
total_15276835	K15371
total_15277058	K02058
total_15280760	K11263
total_15282726	K07041
total_15284046	K03891
total_15291270	K00266
total_15292726	K03522
total_15293128	K01945
total_15297643	K03609
total_15300253	K00329
total_15301227	K02276
total_15301626	K06204
total_15303258	K14446
total_15303905	K05851
total_153057	K00339
total_1530778	K00830
total_15310078	K01926
total_15310098	K01079
total_15311093	K02259
total_15311145	K11251
total_15315357	K11840
total_15316644	K01916
total_15318596	K00022
total_15320971	K02358
total_15323015	K01744
total_15323486	K00425
total_15324184	K00266
total_15324355	K00425
total_153286	K15371
total_15329748	K09694
total_15329874	K06179
total_15330808	K13641
total_15331267	K03517
total_15331561	K01429
total_15331915	K03888
total_1533551	K01537
total_15336808	K02112
total_15341192	K00290
total_15342943	K03887
total_15343837	K07161
total_15345707	K03497
total_15348434	K02109
total_1535050	K01356
total_15354585	K01507
total_15356683	K01496
total_15357417	K00265
total_15358763	K05582
total_15359228	K02006
total_1536034	K01890
total_1536045	K04074
total_15360519	K01759
total_1536122	K00245
total_15361645	K15525
total_15363694	K00370
total_15365403	K02276
total_1536763	K00927
total_15368033	K00930
total_15368776	K03919
total_15370809	K06877
total_1537360	K01505
total_15375458	K03711
total_15376067	K00330
total_15376497	K01653
total_15378169	K01507
total_15378197	K02319
total_15382936	K00340
total_15386021	K09690
total_1538836	K01876
total_15388438	K01469
total_15389612	K01424
total_15390186	K03783
total_15390864	K00366
total_15393190	K01848
total_1539358	K00338
total_1539359	K00339
total_1539547	K00330
total_15400070	K03891
total_15401315	K05557
total_15401395	K04564
total_15401402	K02950
total_15401403	K02992
total_15401406	K03885
total_15403313	K00114
total_15404093	K06042
total_1540440	K03091
total_15404714	K01484
total_15408076	K00265
total_15409536	K03891
total_15411891	K00140
total_15415293	K00338
total_15419464	K01890
total_1542031	K02276
total_1542082	K02233
total_15422941	K01424
total_15424679	K00339
total_15425099	K00261
total_15426318	K01081
total_1542785	K01624
total_15428900	K08100
total_15429669	K01673
total_1543205	K02304
total_1543218	K00103
total_15432348	K03296
total_1543258	K00411
total_15432605	K01673
total_1543743	K01596
total_15438414	K03073
total_15439009	K00600
total_15439765	K00318
total_1544215	K10848
total_15442357	K01744
total_1544405	K07727
total_15444696	K08365
total_15447938	K15408
total_15449771	K15034
total_15449777	K07979
total_15449783	K02033
total_15450445	K04765
total_15450668	K00329
total_15450845	K01525
total_15452649	K01529
total_15453155	K03521
total_1545513	K01596
total_15456221	K01623
total_15460074	K15408
total_15465580	K02297
total_15467827	K06024
total_15468959	K02946
total_1546951	K09807
total_15473022	K02965
total_15474473	K09816
total_15475015	K01580
total_1547798	K03576
total_15481389	K01601
total_154835	K02838
total_1548484	K02299
total_15487650	K02990
total_15490341	K00453
total_15491092	K02057
total_15493507	K00330
total_15494050	K01847
total_154953	K05847
total_15496225	K09017
total_15499248	K00334
total_15499250	K00332
total_15499251	K00331
total_15500348	K01810
total_15501094	K00332
total_1550207	K01512
total_15502736	K03417
total_155039	K00371
total_15504368	K03711
total_15504501	K02343
total_15506180	K13890
total_15506333	K01571
total_15507245	K13039
total_15509522	K00412
total_15509823	K07782
total_15510559	K00865
total_15511076	K01505
total_15511784	K00265
total_15514845	K03750
total_15514856	K00218
total_15516181	K11533
total_1552005	K02109
total_15522002	K00411
total_15522147	K02112
total_15523003	K07082
total_15523740	K01752
total_15524718	K09689
total_15525749	K06134
total_1553301	K01466
total_15533152	K01484
total_15533562	K02549
total_15533780	K03891
total_15534511	K00169
total_15536972	K00140
total_15539009	K00760
total_15540500	K02261
total_15540501	K02262
total_1554383	K01976
total_15546978	K00339
total_15548609	K13633
total_15549503	K02112
total_15549556	K00339
total_15550533	K02568
total_15552582	K03521
total_15553958	K00127
total_15555938	K15785
total_15557240	K00104
total_15558261	K14654
total_15558771	K00338
total_15565440	K00265
total_15568150	K01777
total_1556890	K00413
total_1557188	K15358
total_15574532	K01905
total_15574914	K01835
total_15575040	K13954
total_15576196	K03521
total_15576703	K00404
total_15579839	K02926
total_15580257	K01782
total_155806	K03366
total_15581682	K03973
total_15583398	K10849
total_15583759	K11253
total_15585843	K01507
total_15586833	K03705
total_15588329	K00337
total_15592041	K00023
total_15595230	K06204
total_1559597	K03973
total_15603800	K07455
total_15606259	K03784
total_15609739	K15495
total_15610242	K06001
total_15611890	K02704
total_15616449	K03327
total_15616774	K00338
total_1562102	K00643
total_15622749	K00339
total_15623426	K09471
total_15623450	K08195
total_15625692	K02867
total_15631627	K00338
total_15632671	K01785
total_15632769	K02519
total_15634184	K00404
total_1563480	K03521
total_15635330	K11262
total_15637768	K14682
total_15642016	K00266
total_15642814	K13654
total_15642854	K01926
total_15646074	K03777
total_15647237	K01596
total_1564733	K11418
total_15647383	K02109
total_1564909	K00265
total_15649115	K15408
total_15650575	K02371
total_15651736	K01872
total_15655166	K00845
total_15656366	K15371
total_15657995	K00364
total_15658323	K01120
total_15658606	K00821
total_15659933	K04047
total_15660048	K00674
total_15660372	K06075
total_15660775	K02010
total_15667725	K01118
total_15667870	K02109
total_15669382	K00265
total_15673665	K00370
total_15674596	K01623
total_1567750	K01487
total_15681039	K00338
total_15682267	K01803
total_15682484	K00404
total_15682869	K01623
total_15684760	K00338
total_15685077	K00688
total_15686672	K01119
total_15688401	K00411
total_15688887	K13810
total_15689161	K01803
total_15689782	K03521
total_15689832	K02428
total_15690400	K13638
total_15690467	K03546
total_1569226	K13798
total_15693709	K01952
total_15695483	K00823
total_15699331	K02340
total_15700779	K02301
total_15701045	K01644
total_15701634	K02028
total_15708353	K02965
total_15709129	K01265
total_15711150	K02480
total_157116	K01596
total_15712270	K08172
total_1571249	K14259
total_15715497	K02304
total_15719400	K02112
total_15719478	K02077
total_15719479	K11710
total_1572289	K00262
total_15723299	K03891
total_1572456	K01758
total_15726040	K01928
total_15726267	K00411
total_15726663	K00338
total_15726953	K15973
total_15728394	K01624
total_15728453	K02987
total_15728727	K00412
total_15731273	K00850
total_15739099	K07735
total_15739843	K00330
total_15747710	K10746
total_15751126	K15635
total_15756068	K15371
total_15761188	K15371
total_15761872	K01673
total_15762511	K00368
total_15767501	K01455
total_15770501	K08139
total_1577110	K01959
total_15772716	K07315
total_15773397	K01507
total_15773892	K02548
total_15778192	K02990
total_15780525	K02189
total_1578389	K11264
total_15784235	K01420
total_15789957	K02069
total_15792363	K02112
total_15792644	K05829
total_15793597	K02114
total_15797691	K15778
total_15802659	K06442
total_15803832	K01673
total_15805084	K01596
total_15806005	K01966
total_15810871	K01889
total_15811248	K03778
total_15812838	K03521
total_15812938	K14287
total_15813114	K00134
total_15813543	K02275
total_15813869	K00338
total_1582250	K02275
total_15822648	K01880
total_1582324	K00219
total_15823352	K03060
total_1582422	K07263
total_15824309	K15408
total_1582446	K03577
total_1582811	K03649
total_15828717	K07042
total_15829026	K01265
total_15834511	K03856
total_15835754	K00426
total_15835991	K03566
total_1583694	K07574
total_1583904	K00886
total_15840461	K02274
total_15843914	K05814
total_15844824	K03179
total_15848717	K07506
total_15853706	K09012
total_15854514	K02000
total_15854994	K00544
total_15855641	K01424
total_15857950	K01889
total_1585835	K01624
total_1586013	K01424
total_15863671	K03891
total_15868983	K01952
total_158694	K01420
total_15870749	K00027
total_15874170	K02277
total_15875190	K00332
total_15875316	K01939
total_15875322	K01512
total_15876554	K02276
total_15877751	K02113
total_15878591	K01916
total_15879369	K02058
total_15881051	K01507
total_15885002	K15371
total_15885429	K01749
total_15885605	K03891
total_15888560	K03580
total_15889958	K01962
total_15892512	K01903
total_15893334	K00411
total_15901987	K01640
total_15902342	K01669
total_1590357	K02480
total_15906034	K01803
total_1590632	K01834
total_15906689	K01507
total_15908009	K15037
total_15908045	K07042
total_15909679	K03889
total_15911979	K01507
total_15912008	K03703
total_15912446	K03921
total_15912845	K00822
total_15912944	K00850
total_15913641	K00124
total_1591489	K03570
total_15914976	K03615
total_15915447	K01624
total_15916280	K11840
total_15917210	K06001
total_15918758	K00170
total_15919182	K11252
total_15919450	K00022
total_15925855	K03886
total_15927120	K03338
total_15932640	K10554
total_15934502	K01091
total_15934725	K06861
total_15937527	K01929
total_15941743	K01507
total_15945086	K00930
total_15946256	K01424
total_15946619	K00330
total_159474	K03783
total_15947647	K01479
total_15950194	K15635
total_15951148	K09823
total_15952216	K07246
total_15953283	K01868
total_15953372	K00134
total_15955154	K15371
total_1595650	K02025
total_15960642	K08167
total_15962393	K04765
total_15967358	K01905
total_15968063	K02552
total_1596861	K00425
total_15971551	K13745
total_15972248	K01637
total_15973192	K02885
total_1597628	K00634
total_15978915	K07250
total_1598165	K14764
total_15981706	K01926
total_1598174	K00329
total_15982440	K00333
total_15984041	K00643
total_15984347	K06023
total_15985777	K02838
total_15987531	K15633
total_15988700	K02892
total_15989658	K01507
total_15991616	K02028
total_15991618	K02030
total_15991621	K01637
total_15995858	K03841
total_1599635	K00172
total_15998014	K07497
total_16000212	K00366
total_16001631	K02994
total_1600547	K05346
total_1600548	K11531
total_16009610	K01896
total_16012121	K13990
total_1601314	K14267
total_16017143	K00284
total_16017879	K00265
total_16017943	K00413
total_16018694	K00544
total_16022287	K01479
total_1602276	K03921
total_16023106	K01937
total_16026280	K15232
total_16026881	K02299
total_16029520	K00759
total_16031122	K07029
total_16031554	K11942
total_16042974	K02276
total_16043136	K07067
total_16043170	K15371
total_16044475	K00338
total_16045324	K05844
total_16048452	K01474
total_16049257	K02303
total_16049258	K00362
total_16049259	K00363
total_16049261	K02575
total_16049262	K00372
total_16049268	K12658
total_16049673	K02109
total_16055379	K01834
total_16055859	K01487
total_16055912	K02217
total_16056456	K02194
total_1605873	K02114
total_16060977	K02224
total_1606217	K07642
total_16063806	K11473
total_16064464	K01673
total_16066199	K14447
total_16066291	K02109
total_16067644	K02188
total_1606911	K00845
total_16069466	K04765
total_16069983	K02994
total_16070633	K02276
total_16070753	K13633
total_16071197	K15371
total_16071443	K05973
total_1607440	K00265
total_16074557	K00822
total_16074938	K00338
total_16076081	K00368
total_16076220	K00340
total_16076221	K00339
total_16076222	K00338
total_16076934	K03891
total_1608257	K01039
total_16083208	K00404
total_16084756	K11475
total_16084959	K02456
total_16084963	K03550
total_16084966	K00599
total_16087627	K02113
total_16087907	K11751
total_16089038	K03118
total_1608936	K02528
total_1609024	K12368
total_16090380	K00341
total_16097894	K03522
total_16098108	K01835
total_16100807	K01928
total_161036	K02044
total_1610473	K02446
total_16105882	K00341
total_16107293	K00822
total_16110259	K01792
total_16115366	K01501
total_16116498	K00265
total_16116719	K01623
total_16118316	K02054
total_16120718	K00334
total_1612093	K02037
total_16122908	K02277
total_16127364	K02298
total_1613087	K13770
total_16131071	K02109
total_16131741	K00338
total_16135500	K03417
total_16135824	K01749
total_16136630	K08153
total_16138258	K00339
total_16140539	K00343
total_16141412	K00668
total_16141413	K03705
total_16141415	K02687
total_16141422	K07042
total_16141740	K02276
total_16142499	K14446
total_16142713	K02529
total_16142743	K03841
total_16144261	K02342
total_1614605	K01493
total_1614612	K02109
total_16153057	K02194
total_16153489	K02342
total_16156854	K00338
total_16158706	K04039
total_1616334	K09482
total_16166197	K03046
total_16166927	K10233
total_16173305	K00265
total_16175097	K02276
total_16177021	K04015
total_16177638	K03787
total_16188145	K07565
total_16188146	K14835
total_16189007	K07566
total_16190125	K00411
total_16193569	K05814
total_16193922	K09768
total_16193979	K08995
total_16195304	K01928
total_16196085	K02234
total_1619702	K00338
total_16199455	K00493
total_16200641	K01637
total_16201345	K00822
total_16203370	K02478
total_16204565	K01847
total_16205128	K13483
total_1620677	K02028
total_16210035	K03885
total_16210992	K00410
total_16211839	K15975
total_162136	K01249
total_16213840	K03817
total_16215601	K00266
total_16218841	K03060
total_16219658	K00568
total_16226069	K01596
total_1622765	K02428
total_16227751	K00265
total_16228320	K03783
total_16228875	K01580
total_16229180	K00411
total_16231165	K00314
total_16231618	K00927
total_16235600	K02112
total_1623848	K01432
total_16239745	K08167
total_16249302	K09833
total_16251034	K00330
total_16253742	K00927
total_16254800	K02299
total_16256089	K00330
total_1625701	K07185
total_16257195	K01081
total_16258870	K11410
total_16258871	K09017
total_16258873	K07567
total_16258879	K01043
total_16258888	K07011
total_16259298	K01091
total_16262000	K03501
total_16262003	K07056
total_16262016	K00600
total_16262019	K02990
total_16262872	K01673
total_16263251	K03891
total_16264175	K00605
total_16264598	K03921
total_16265287	K14447
total_16266031	K01507
total_16267370	K00602
total_16269261	K02437
total_16269837	K03040
total_16270180	K02315
total_16270187	K00218
total_1627039	K00124
total_1627040	K04015
total_16272347	K14267
total_16273347	K01484
total_16273496	K01953
total_16275494	K01420
total_16277956	K01933
total_16278272	K00768
total_16278284	K02864
total_16279602	K01006
total_16282427	K01803
total_16282726	K03717
total_1628586	K03556
total_16287238	K08684
total_16287890	K13643
total_16290406	K02493
total_16291307	K01476
total_16293622	K02112
total_16296305	K08684
total_16296502	K02302
total_16296504	K00381
total_16296512	K02948
total_16297975	K03885
total_162993	K02259
total_16308777	K01507
total_16308990	K02113
total_16310177	K10554
total_16310922	K01507
total_16313054	K01992
total_16314501	K02299
total_16318674	K01792
total_1632051	K02623
total_16320693	K12199
total_16323503	K00759
total_16327740	K00412
total_16328430	K03891
total_16329732	K11537
total_16329984	K00265
total_16332285	K02109
total_1633349	K03719
total_16335905	K01785
total_16336221	K02276
total_16338659	K00343
total_16341857	K03777
total_1634677	K03584
total_1634689	K01872
total_1634698	K09710
total_16347819	K00334
total_16348650	K00265
total_16350654	K02298
total_16352019	K02276
total_1635231	K00673
total_16352521	K01623
total_16355583	K00266
total_16356566	K00330
total_16356830	K03417
total_16360405	K10206
total_16363768	K03888
total_16365039	K02902
total_16366819	K02895
total_16367357	K01507
total_16367984	K00314
total_16368982	K00927
total_1637148	K02274
total_16371494	K03522
total_16374804	K10848
total_1638074	K03417
total_16382720	K02298
total_16383419	K00265
total_16385108	K02902
total_16386289	K03529
total_16388243	K00341
total_16388865	K01126
total_16390338	K06134
total_1639155	K00822
total_1639239	K12549
total_163969	K06905
total_163970	K01081
total_1639716	K15598
total_16399064	K00331
total_16399921	K01716
total_1640121	K13057
total_16404727	K13633
total_16405410	K07056
total_16407215	K01507
total_16407866	K07130
total_1640812	K03765
total_16413643	K04015
total_16413653	K00425
total_16413655	K03887
total_16413657	K00425
total_16414971	K07749
total_1641602	K00759
total_16416256	K01079
total_16418242	K02276
total_16418332	K01429
total_16420137	K02048
total_16421853	K05501
total_16423146	K01589
total_16425720	K02112
total_16428618	K00332
total_16428656	K02112
total_1643250	K00023
total_16433866	K00411
total_16434322	K10907
total_16434993	K02301
total_16435257	K01885
total_16435353	K01091
total_16439821	K01889
total_16440311	K02887
total_164423	K15083
total_1644243	K00333
total_16442997	K00332
total_16446285	K01424
total_16446540	K02302
total_16447070	K00140
total_16449582	K10914
total_16449583	K07320
total_16450299	K00230
total_16451039	K01222
total_16451241	K06145
total_16451972	K03498
total_16452844	K00330
total_16453781	K02233
total_16454038	K00266
total_16454201	K00884
total_16454248	K00334
total_16455510	K01752
total_1645639	K02217
total_1645731	K01505
total_1645975	K00338
total_16459768	K07979
total_16460142	K02274
total_16460822	K11005
total_16460825	K01420
total_16460846	K05800
total_16460975	K02112
total_16465156	K01507
total_16465180	K03784
total_16465666	K03521
total_16465738	K00673
total_16469441	K00411
total_16471262	K02315
total_16472386	K01682
total_16477607	K04487
total_16478116	K09989
total_1647815	K01905
total_16478380	K02956
total_16478637	K01507
total_16480834	K01673
total_16481824	K01623
total_16484982	K03481
total_16485634	K13020
total_164858	K02437
total_16486609	K07642
total_16488190	K01785
total_16488668	K01424
total_16489041	K00171
total_16490034	K00338
total_16491134	K00339
total_1649286	K00262
total_16493446	K01222
total_16496366	K14446
total_16497709	K02961
total_16500538	K01424
total_16500721	K08684
total_16502626	K01518
total_16505164	K01571
total_16507411	K01029
total_16507586	K15371
total_1650771	K02006
total_16511417	K03547
total_16512375	K05851
total_1651301	K09766
total_16515207	K08289
total_16517028	K01673
total_1652121	K02109
total_16521541	K00338
total_16522904	K01477
total_16523672	K00075
total_16523733	K03885
total_16523799	K03704
total_16525797	K03891
total_16526904	K02965
total_16528912	K03891
total_1652917	K02990
total_16529772	K07305
total_16531708	K00334
total_16532870	K01439
total_16534312	K02961
total_16535699	K00332
total_16537926	K13770
total_16538211	K11069
total_16538706	K03891
total_16538940	K01420
total_16543898	K00412
total_1654678	K00362
total_1654704	K00411
total_16547395	K10914
total_1654836	K00845
total_16549029	K00330
total_16549184	K03748
total_16549547	K05557
total_16550887	K02114
total_16551798	K00147
total_16553073	K05903
total_16554162	K00338
total_16554336	K01476
total_1655772	K03417
total_16560093	K10206
total_16561354	K00262
total_165624	K03521
total_16562502	K02300
total_16562503	K02299
total_16563787	K02428
total_16564358	K01574
total_1656744	K02990
total_16569158	K03599
total_16570186	K02274
total_16571791	K02930
total_1657718	K01424
total_16577484	K00339
total_16579453	K02299
total_16579454	K02300
total_16582383	K00343
total_16582502	K00050
total_16587943	K02276
total_16589497	K00265
total_1659113	K03407
total_16592141	K03919
total_1659492	K02010
total_16597234	K06183
total_16599922	K06019
total_16600471	K03782
total_16601716	K00023
total_16602655	K02297
total_16602945	K01752
total_16609487	K01509
total_1661199	K01753
total_16614530	K01623
total_16616642	K04561
total_16617459	K01507
total_16617541	K02428
total_1661838	K02501
total_16619003	K02299
total_16619704	K00262
total_16620492	K00366
total_16623644	K05557
total_16623665	K00265
total_16625909	K00150
total_16626191	K00265
total_16629467	K02224
total_16630153	K00859
total_1663085	K13633
total_16630888	K01507
total_16633485	K03521
total_16633569	K01139
total_16634427	K02341
total_16636334	K00850
total_16637384	K06966
total_1663773	K00016
total_1663986	K02045
total_16640627	K03891
total_16642374	K11189
total_1664880	K10794
total_16649458	K15578
total_1664964	K00330
total_16658084	K03521
total_1665962	K02548
total_16660136	K03282
total_16662799	K00265
total_16662915	K02259
total_16664958	K00845
total_16669999	K16012
total_16670459	K07484
total_16670762	K00265
total_16671623	K00013
total_16672597	K09772
total_16673619	K03517
total_16673736	K01648
total_16673737	K01648
total_16673744	K15255
total_1667572	K01962
total_16677213	K15634
total_1667750	K01507
total_16677880	K01420
total_16682382	K02548
total_16682944	K03521
total_16686021	K00169
total_16686223	K02048
total_16688338	K11731
total_16691670	K00265
total_16694760	K01661
total_16695241	K01896
total_16695753	K02874
total_16696299	K15371
total_1669658	K03497
total_16700337	K02956
total_16700767	K03795
total_16701856	K01814
total_16702173	K02109
total_16706126	K15836
total_16706463	K01673
total_16707182	K08170
total_16707390	K02904
total_16707669	K00673
total_16707924	K00370
total_16710489	K03821
total_16715808	K06861
total_16716349	K00334
total_16716871	K05606
total_16718870	K00338
total_16719159	K00721
total_16719160	K02293
total_16720359	K02274
total_16722135	K01676
total_16723675	K02112
total_16725031	K01623
total_1672586	K11942
total_16726184	K02217
total_16727938	K02069
total_16727947	K06024
total_16728192	K00330
total_1673015	K00162
total_16731503	K00596
total_16733257	K00322
total_16737091	K01424
total_16740367	K07637
total_16743546	K01574
total_16747297	K13010
total_16747593	K02117
total_16749356	K02109
total_16749978	K03888
total_1675218	K02058
total_16752835	K02319
total_16754757	K00411
total_1675756	K01488
total_16760716	K07030
total_16764892	K02026
total_16767691	K01507
total_1676907	K02567
total_16772123	K03185
total_16775341	K00265
total_16776270	K11263
total_16777517	K02266
total_16778150	K00022
total_16778390	K01792
total_16781484	K02548
total_16782103	K15371
total_16783397	K00356
total_16784719	K02109
total_16786599	K00134
total_1678722	K02117
total_16789475	K00338
total_16793082	K01596
total_16793083	K14449
total_16795822	K07250
total_16795872	K03498
total_16796008	K02020
total_16796899	K15371
total_16796907	K03090
total_16797358	K01241
total_16797705	K02276
total_16800458	K02109
total_16802358	K02298
total_16803080	K06183
total_16804774	K00425
total_16809819	K01847
total_16810315	K00170
total_16812043	K02806
total_16812908	K01338
total_16816542	K00330
total_1681934	K01907
total_16819814	K01907
total_16820117	K03521
total_16821928	K02112
total_16822310	K01802
total_16826358	K00109
total_16826878	K02276
total_16827445	K00140
total_16827748	K00616
