Query_id	tax
total_14034796	Unclassified
total_14034987	k__Bacteria;p__Proteobacteria
total_14040584	k__Bacteria
total_1404082	k__Bacteria
total_14041154	k__Bacteria
total_14042229	k__Bacteria
total_14043408	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14045552	k__Eukaryota
total_14049409	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14049478	k__Bacteria
total_14051256	k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae
total_14052438	k__Bacteria;p__Proteobacteria
total_14053372	k__Bacteria
total_14058356	k__Bacteria
total_14060150	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14060484	k__Bacteria
total_14060541	k__Bacteria;p__Actinobacteria
total_14061828	k__Bacteria
total_14063379	k__Bacteria
total_14064475	Unclassified
total_140671	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_14067310	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14070936	k__Bacteria
total_1407113	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1407126	k__Bacteria
total_14071393	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14071903	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium
total_14073306	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14073506	k__Bacteria
total_14074267	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1407481	k__Bacteria
total_1407482	k__Bacteria
total_14075132	k__Bacteria;p__Proteobacteria
total_14079275	k__Bacteria;p__Proteobacteria
total_14080500	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_14081222	Unclassified
total_14083968	k__Bacteria
total_14086393	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_14088425	k__Bacteria
total_14089387	k__Bacteria
total_14093517	k__Bacteria
total_14094343	k__Bacteria;p__Actinobacteria
total_1409646	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1410063	k__Bacteria
total_14102512	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14104037	k__Bacteria;p__Actinobacteria
total_14106450	k__Bacteria
total_14110369	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14110701	k__Bacteria
total_14111224	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14111320	k__Bacteria
total_14111973	k__Bacteria
total_1411257	k__Bacteria
total_1411348	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1411789	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_14118203	k__Bacteria
total_14119688	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14121195	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14122474	k__Bacteria;p__Actinobacteria
total_14123770	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14125493	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_14126271	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14129211	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14129248	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14136445	k__Bacteria
total_14137568	k__Bacteria
total_14137575	k__Bacteria;p__Actinobacteria
total_14138746	k__Bacteria
total_14142489	k__Bacteria
total_14143335	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14143436	k__Eukaryota
total_14145035	k__Bacteria
total_14145175	k__Bacteria
total_14146370	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14146595	k__Bacteria
total_14146669	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_14149914	k__Bacteria
total_14149916	k__Bacteria;p__Actinobacteria
total_14150782	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14151357	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_14152427	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_1415260	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14155332	k__Bacteria
total_14155920	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14157165	k__Bacteria
total_14157585	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_14159163	k__Bacteria;p__Proteobacteria
total_1416005	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14160374	Unclassified
total_14160511	k__Bacteria
total_14161311	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14163332	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14166173	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14166585	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_1416910	k__Bacteria
total_14169514	k__Bacteria
total_14170512	k__Bacteria;p__Actinobacteria
total_14171086	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14171376	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14171909	k__Bacteria;p__Proteobacteria
total_1417222	Unclassified
total_14172286	k__Bacteria
total_1417718	k__Bacteria
total_14177460	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_14177528	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_1418053	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14182293	Unclassified
total_14183369	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_14186960	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14189133	k__Bacteria
total_14189480	k__Bacteria
total_14191867	k__Bacteria
total_14193599	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14194798	Unclassified
total_14195457	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae
total_14195527	k__Bacteria
total_14197011	k__Bacteria
total_1419811	k__Bacteria;p__Proteobacteria
total_14198691	k__Bacteria;p__Proteobacteria
total_14198793	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_1419908	k__Bacteria;p__Actinobacteria
total_14202517	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14203422	k__Bacteria;p__Bacteroidetes
total_14203660	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_14204089	k__Bacteria;p__Proteobacteria
total_14204417	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14206030	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14206133	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14206141	Unclassified
total_14208524	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium
total_1420870	k__Bacteria;p__Actinobacteria
total_14210323	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14210638	k__Bacteria;p__Proteobacteria
total_14212258	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_14212769	k__Bacteria
total_14213483	k__Bacteria;p__Actinobacteria
total_14214793	k__Bacteria
total_14215757	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_14216552	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14217202	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14218486	k__Bacteria
total_14219458	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14220847	k__Bacteria
total_14220848	k__Bacteria
total_14223419	k__Bacteria
total_14226150	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14226458	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14231773	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14238967	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1424020	k__Bacteria
total_14243168	k__Bacteria
total_14246352	k__Bacteria
total_14249592	k__Bacteria
total_14250544	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14251815	k__Bacteria
total_14251916	Unclassified
total_14253461	k__Bacteria
total_14253877	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14261700	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14261903	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14262301	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_142642	k__Bacteria;p__Actinobacteria
total_14265279	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14267139	k__Bacteria
total_14267141	k__Bacteria
total_14268749	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_14269293	k__Bacteria
total_14269643	k__Bacteria
total_14273398	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14275193	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
total_14275669	k__Bacteria;p__Proteobacteria
total_14276688	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14278211	k__Bacteria;p__Proteobacteria
total_1427970	k__Bacteria
total_14280074	k__Eukaryota
total_14281493	k__Bacteria;p__Proteobacteria
total_14281671	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14284305	k__Bacteria
total_14284627	k__Bacteria
total_14286610	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14287322	k__Bacteria
total_1428971	k__Bacteria;p__Proteobacteria
total_14290158	Unclassified
total_14290539	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_14292493	k__Bacteria
total_14293375	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14293408	k__Bacteria
total_14293439	k__Bacteria;p__Actinobacteria
total_14295660	k__Bacteria
total_14296068	k__Bacteria;p__Proteobacteria
total_14296875	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14297055	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14298477	k__Bacteria;p__Proteobacteria
total_14299653	k__Archaea;p__Thaumarchaeota
total_14300324	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_14300644	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_14300955	Unclassified
total_14302183	k__Bacteria;p__Actinobacteria
total_14305765	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14306018	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14307905	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae
total_1430865	k__Bacteria
total_14312715	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter
total_14312907	k__Bacteria;p__Actinobacteria
total_14314120	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14314462	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14316692	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_14317209	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_14318019	k__Bacteria
total_14319064	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_14323944	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_14324609	k__Bacteria
total_14325245	k__Eukaryota
total_14326239	k__Bacteria
total_14327949	k__Archaea
total_1432888	k__Bacteria
total_143291	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14332082	k__Bacteria
total_14333151	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_14337593	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae
total_14339048	k__Bacteria
total_14339463	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14339832	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14341444	k__Bacteria
total_14342051	k__Bacteria
total_14342839	k__Bacteria
total_14345447	k__Bacteria
total_1434646	k__Bacteria
total_14348027	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_14349734	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_14352546	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_14353845	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14355352	k__Bacteria
total_14358959	k__Bacteria
total_14359036	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_14359037	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae
total_14359038	Unclassified
total_14359039	k__Bacteria;p__Actinobacteria
total_14359040	k__Bacteria;p__Actinobacteria
total_14359926	k__Bacteria
total_14359962	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14363988	k__Bacteria
total_1436441	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1436462	k__Bacteria
total_14365940	k__Bacteria;p__Verrucomicrobia
total_14367009	k__Bacteria
total_14367463	k__Archaea;p__Thaumarchaeota
total_14367776	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14368167	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14368685	k__Bacteria
total_14369288	k__Bacteria
total_14370360	k__Bacteria
total_14378075	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae
total_14379663	k__Bacteria
total_14379664	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14380316	k__Bacteria
total_14381611	Unclassified
total_14381685	k__Bacteria
total_14383586	Unclassified
total_14384067	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae
total_14386158	k__Bacteria
total_14387134	k__Bacteria
total_1438858	Unclassified
total_14388915	k__Bacteria;p__Actinobacteria
total_1439791	k__Bacteria
total_14398116	Unclassified
total_1439815	k__Bacteria
total_14399225	k__Bacteria;p__Proteobacteria
total_1440103	k__Archaea;p__Thaumarchaeota
total_1440345	k__Bacteria
total_14403932	k__Bacteria;p__Proteobacteria
total_1440451	Unclassified
total_14405121	k__Bacteria;p__Bacteroidetes
total_14405993	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_14406645	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14406840	k__Bacteria
total_14410009	Unclassified
total_14410119	Unclassified
total_14413081	k__Bacteria;p__Actinobacteria
total_14413699	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14413706	k__Bacteria
total_14414642	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14416144	k__Bacteria;p__Acidobacteria
total_14417124	k__Bacteria
total_14418056	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_14420075	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_14422905	Unclassified
total_14428271	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14429784	k__Bacteria;p__Proteobacteria
total_14429910	k__Bacteria;p__Actinobacteria
total_14430063	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1443261	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14433444	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14435210	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14435772	k__Bacteria
total_14437827	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
total_1444098	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14443041	k__Bacteria
total_14443856	k__Bacteria
total_14447568	k__Bacteria
total_14447986	k__Bacteria;p__Bacteroidetes
total_14448011	k__Bacteria;p__Bacteroidetes
total_14448021	k__Bacteria
total_14448023	Unclassified
total_14448033	k__Bacteria
total_14448043	k__Bacteria
total_14448075	k__Bacteria;p__Bacteroidetes
total_14448084	k__Bacteria;p__Bacteroidetes
total_14448085	k__Bacteria;p__Bacteroidetes
total_14448087	k__Bacteria;p__Bacteroidetes
total_14448089	k__Bacteria;p__Bacteroidetes
total_14448091	k__Bacteria
total_14448093	k__Bacteria;p__Bacteroidetes
total_14448094	k__Bacteria
total_14448095	k__Bacteria;p__Bacteroidetes
total_14450953	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14451598	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14452229	k__Bacteria;p__Proteobacteria
total_14453077	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_14453084	k__Bacteria
total_14454461	k__Bacteria
total_14454653	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14455229	k__Bacteria
total_1445543	k__Bacteria;p__Actinobacteria
total_14455554	k__Bacteria
total_14455585	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14456646	k__Bacteria;p__Cyanobacteria;c__Unclassified
total_14457019	Unclassified
total_14460193	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_14462083	k__Bacteria
total_14462858	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14463317	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales
total_14465978	k__Bacteria;p__Actinobacteria
total_1446719	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_14469046	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_14469422	k__Bacteria
total_14471059	k__Bacteria
total_14472640	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14473234	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_14476598	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14477744	k__Eukaryota;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Dactylellina;s__Dactylellina_haptotyla
total_14478302	k__Bacteria
total_14478705	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_14479584	k__Bacteria;p__Proteobacteria
total_14482319	k__Bacteria
total_14487795	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14489591	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14490086	Unclassified
total_14492031	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14493046	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14495297	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_14495315	k__Bacteria
total_14499610	k__Bacteria
total_14499617	k__Bacteria
total_14499618	Unclassified
total_14499619	k__Bacteria;p__Actinobacteria
total_14499622	k__Bacteria
total_14499623	k__Bacteria
total_14499625	k__Bacteria
total_1450066	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1450202	k__Bacteria
total_14503576	k__Bacteria;p__Actinobacteria
total_14503577	k__Bacteria;p__Actinobacteria
total_14512656	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_1451404	k__Bacteria
total_14516963	k__Bacteria
total_14516966	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14520122	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_14520200	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14520490	k__Bacteria
total_1452234	Unclassified
total_14524352	k__Bacteria
total_14526694	k__Archaea;p__Thaumarchaeota
total_1452695	k__Bacteria
total_14527289	k__Bacteria;p__Actinobacteria
total_14529442	k__Bacteria
total_14529500	k__Bacteria
total_14530017	k__Bacteria
total_14530218	k__Bacteria
total_14531041	k__Bacteria;p__Actinobacteria
total_14531043	Unclassified
total_14531132	k__Bacteria
total_14532310	k__Bacteria
total_14532873	Unclassified
total_1453297	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_14536079	k__Bacteria
total_14537453	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14538348	k__Bacteria;p__Actinobacteria
total_14539568	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14542303	Unclassified
total_145425	k__Bacteria
total_14542848	k__Bacteria;p__Actinobacteria
total_14546846	k__Bacteria
total_14546850	k__Bacteria
total_14548147	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14550164	Unclassified
total_1455247	k__Bacteria;p__Proteobacteria
total_14554186	k__Bacteria
total_14554658	k__Bacteria;p__Proteobacteria
total_14558114	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1456176	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_14561888	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_14563376	k__Bacteria
total_14564174	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14565204	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_14565294	k__Archaea;p__Thaumarchaeota
total_14567197	k__Bacteria;p__Proteobacteria
total_14569060	k__Bacteria
total_14570485	k__Bacteria
total_14570548	k__Bacteria
total_14582915	k__Bacteria
total_14583570	k__Bacteria;p__Actinobacteria
total_14584674	k__Bacteria;p__Proteobacteria
total_14586546	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14587619	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14587653	k__Bacteria
total_14588260	k__Bacteria;p__Actinobacteria
total_14589476	k__Bacteria;p__Actinobacteria
total_14591388	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14595374	k__Bacteria
total_14596661	Unclassified
total_14597424	k__Bacteria
total_14599452	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14610269	k__Bacteria
total_1461089	Unclassified
total_14610916	k__Bacteria
total_1461102	k__Bacteria
total_14612186	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_1461436	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_14616583	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_1461807	k__Bacteria
total_1461907	k__Bacteria;p__Proteobacteria
total_14625697	k__Bacteria
total_14626594	k__Bacteria;p__Proteobacteria
total_14627678	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium
total_14629320	k__Bacteria
total_14630573	k__Eukaryota
total_14631046	k__Bacteria
total_14636011	k__Bacteria
total_14637269	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14639022	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_14643788	k__Bacteria
total_14644948	k__Bacteria;p__Actinobacteria
total_1464553	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1464704	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1464711	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14648093	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14648176	k__Bacteria;p__Proteobacteria
total_14648391	Unclassified
total_14648398	k__Bacteria;p__Actinobacteria
total_14648617	k__Bacteria;p__Actinobacteria
total_14649178	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_14649401	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_14649584	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_14649721	k__Archaea
total_14651609	k__Bacteria
total_14651903	k__Bacteria
total_14651907	k__Bacteria
total_1465666	Unclassified
total_1465739	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_14658039	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14660685	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1466248	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14663818	k__Bacteria
total_14665906	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14669817	Unclassified
total_14670087	k__Archaea
total_14671647	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_14673203	k__Bacteria
total_14673566	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_14674991	k__Bacteria
total_14676588	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_14676704	k__Bacteria;p__Actinobacteria
total_14676798	k__Bacteria
total_1467739	k__Bacteria
total_14678263	k__Bacteria;p__Cyanobacteria;c__Unclassified
total_14678637	k__Bacteria
total_1467890	k__Bacteria
