Query_id	Ko_id
total_11298761	K03110
total_11298930	K02906
total_11299112	K11293
total_11299120	K01868
total_11299150	K03649
total_11299218	K01777
total_11299497	K01775
total_11299577	K03832
total_11299641	K01273
total_1129968	K03185
total_11299702	K00248
total_1130015	K07165
total_11300287	K02687
total_11300315	K01494
total_11300377	K02343
total_11300402	K01163
total_11300482	K01586
total_11300686	K01768
total_113008	K02338
total_11301148	K13628
total_11301363	K06045
total_11301492	K01591
total_11301582	K01866
total_11301908	K05896
total_11302125	K01356
total_11302254	K03215
total_11302500	K00903
total_11302507	K03703
total_11302778	K03110
total_11302884	K00088
total_11303044	K04485
total_11303299	K02334
total_11303306	K00281
total_11303329	K01439
total_11303559	K02967
total_11303780	K01854
total_11303859	K14161
total_11303895	K00382
total_1130395	K03118
total_11304091	K02935
total_11304294	K00609
total_11304589	K06978
total_11304644	K01754
total_11304669	K07462
total_11304768	K01679
total_11305204	K03100
total_11305245	K08300
total_11305524	K06989
total_11305641	K05303
total_11305846	K03575
total_11305868	K00382
total_1130619	K01610
total_11306348	K01712
total_1130653	K03073
total_11306567	K01278
total_11306629	K00162
total_1130664	K07106
total_1130704	K02446
total_11307312	K01262
total_11307340	K01489
total_11307393	K00928
total_11307592	K01467
total_11307794	K01874
total_1130791	K07165
total_11307971	K03118
total_11308214	K01338
total_11308216	K01756
total_11308335	K02621
total_11308389	K03072
total_11308419	K00228
total_11308592	K03571
total_113086	K03466
total_11308628	K02500
total_11308711	K02836
total_11308713	K03296
total_11308751	K03827
total_11309007	K02600
total_11309171	K01868
total_1130925	K01486
total_11309278	K00135
total_11309438	K00639
total_11309537	K00763
total_11309720	K01777
total_11309785	K01962
total_11309786	K04763
total_11310191	K06959
total_11310214	K02863
total_11310490	K06920
total_11310708	K00674
total_11310784	K07263
total_11311083	K09458
total_11311107	K03595
total_11311520	K02519
total_11311713	K03466
total_1131187	K03581
total_11311898	K00333
total_1131193	K06941
total_11312008	K01928
total_1131203	K00927
total_1131205	K01759
total_11312057	K02946
total_1131209	K03703
total_11312101	K03074
total_11312134	K01467
total_11312919	K02970
total_11313108	K01588
total_11313160	K08676
total_11313194	K03294
total_11313279	K03790
total_1131328	K01939
total_1131330	K01945
total_11313368	K08259
total_11313463	K00762
total_11313622	K01436
total_1131367	K04075
total_1131373	K03530
total_11313812	K01322
total_113139	K02108
total_11313993	K03778
total_11314012	K03703
total_1131442	K01975
total_1131497	K01647
total_11314978	K07462
total_11315341	K07007
total_11315988	K00135
total_1131607	K01406
total_1131623	K04771
total_1131624	K00525
total_11316338	K02913
total_11316351	K02986
total_11316384	K00969
total_11316386	K03699
total_11316387	K09759
total_1131694	K01883
total_11317197	K01585
total_11317422	K02871
total_11317665	K01676
total_11317744	K04773
total_11317861	K03569
total_11317919	K02863
total_1131792	K03118
total_11317954	K00163
total_11318154	K10563
total_11318171	K00425
total_1131834	K00019
total_11318374	K03787
total_11318603	K01754
total_11319071	K01295
total_1131910	K05837
total_11319172	K13051
total_11319512	K00019
total_11319514	K02217
total_11319518	K09458
total_11319652	K01652
total_11320015	K00676
total_11320125	K00951
total_11320193	K01426
total_1132051	K03322
total_1132052	K03322
total_11320557	K13874
total_11320610	K00333
total_11320879	K07277
total_11321025	K02897
total_11321088	K02519
total_11321263	K03783
total_11321325	K00568
total_11321372	K07096
total_11321404	K02198
total_1132154	K01652
total_11321722	K15505
total_11321814	K01939
total_11322234	K01610
total_11322265	K02887
total_11322566	K01759
total_11322584	K05522
total_11322737	K02298
total_1132275	K05896
total_11323349	K01299
total_11323564	K03546
total_11323566	K07462
total_1132359	K03110
total_1132378	K02343
total_11323801	K02982
total_11324034	K00135
total_11324339	K08309
total_11324350	K11175
total_11324351	K01945
total_11324614	K02301
total_11325011	K02994
total_11325090	K00602
total_11325317	K04485
total_11325505	K02301
total_11326309	K00858
total_11326524	K01756
total_11326529	K01476
total_11326959	K03592
total_1132702	K01524
total_11327111	K01756
total_11327380	K02259
total_11327381	K02301
total_11327385	K01262
total_11327389	K00492
total_11327390	K00614
total_11327392	K09458
total_11327395	K01507
total_11327397	K01698
total_11327398	K01749
total_11327399	K13542
total_11327431	K01409
total_11327756	K01255
total_11327825	K02931
total_11328141	K06941
total_11328251	K01968
total_11328305	K00324
total_11328679	K03569
total_11329485	K01754
total_11329702	K01419
total_11329712	K03043
total_11329713	K01415
total_11329798	K01759
total_11329821	K01284
total_11330096	K13935
total_11330248	K02992
total_11330641	K03118
total_11330654	K00554
total_11330656	K03100
total_11330916	K02838
total_11330918	K02357
total_11331271	K13602
total_11331280	K00164
total_11331411	K03891
total_11331815	K02986
total_11331918	K01354
total_11332344	K03797
total_11332537	K01255
total_11332559	K12373
total_11332679	K03684
total_11332748	K02968
total_11332880	K01462
total_11332919	K03829
total_11332959	K03891
total_11332964	K15441
total_1133310	K00837
total_11333115	K05939
total_1133312	K00128
total_11333501	K01778
total_11333515	K07170
total_11333541	K01415
total_11333542	K01585
total_11333672	K01069
total_11333798	K01679
total_11334138	K01620
total_11334174	K03088
total_11334449	K15726
total_11334602	K01151
total_11334681	K03592
total_1133495	K00931
total_11335152	K09991
total_11335155	K02014
total_11335386	K00936
total_1133551	K01356
total_11335765	K00102
total_11335855	K01286
total_11335883	K10536
total_11336005	K00989
total_11336410	K02298
total_11336427	K11102
total_11337134	K11754
total_11337145	K01599
total_11337162	K09883
total_11337185	K00626
total_11337622	K03531
total_11337753	K01358
total_11337813	K02988
total_11337814	K02907
total_11337912	K01903
total_11337993	K03821
total_11338017	K02341
total_11338130	K01916
total_11338385	K01358
total_11339458	K02474
total_11339478	K02892
total_11339774	K01848
total_11340058	K02876
total_11340146	K00161
total_11340300	K03424
total_11340365	K01591
total_11340407	K01733
total_11340519	K00406
total_11340590	K01295
total_11340591	K00673
total_11341003	K03182
total_11341138	K02500
total_1134119	K01278
total_11341212	K01265
total_11341323	K10704
total_11341573	K01338
total_11341786	K01494
total_11341873	K03439
total_11342299	K08683
total_1134230	K01273
total_11342427	K02335
total_1134245	K00325
total_1134255	K02192
total_11342774	K01494
total_11342876	K02108
total_11342938	K01356
total_11342991	K03074
total_11343137	K01623
total_11343311	K00826
total_11343895	K01962
total_11343896	K04763
total_113441	K03439
total_11344181	K14729
total_11344339	K10674
total_11344397	K00120
total_11344767	K03502
total_11344856	K03703
total_11344946	K06447
total_1134497	K05539
total_11345	K00788
total_11345225	K03787
total_11345296	K01409
total_1134547	K03074
total_11345589	K01412
total_11345641	K02519
total_11345675	K00339
total_11345798	K00337
total_11346095	K01356
total_11346114	K02315
total_11346447	K07243
total_11346448	K01322
total_11346665	K03547
total_11346666	K03546
total_11346669	K02996
total_11346692	K03043
total_11346802	K01679
total_11346852	K00854
total_11347208	K08677
total_11347446	K00102
total_11347543	K01356
total_11347685	K01362
total_11347887	K15855
total_11347907	K01448
total_11347915	K02931
total_1134796	K03546
total_11348025	K02282
total_11348053	K13049
total_11348229	K03703
total_11349226	K00003
total_11349601	K04773
total_11349954	K02911
total_11349972	K03090
total_1135004	K01939
total_11350171	K15633
total_11350743	K00263
total_11351028	K06173
total_11351126	K00625
total_11351135	K00939
total_11351242	K02474
total_11351472	K00240
total_11351629	K01620
total_11351736	K00340
total_11351765	K01259
total_11351890	K00856
total_11352168	K00554
total_11352444	K00941
total_1135248	K02108
total_1135249	K02110
total_11352859	K03294
total_11352880	K00102
total_11353144	K08676
total_11353176	K02886
total_11353194	K01759
total_11353553	K01494
total_1135357	K00128
total_11353607	K01768
total_11353684	K03634
total_11353766	K03100
total_11354043	K00773
total_11354067	K02982
total_11354091	K02519
total_11354203	K01447
total_11354238	K01876
total_11354465	K06999
total_11354515	K03559
total_11354517	K04042
total_11354628	K00773
total_11354650	K02887
total_11355092	K11784
total_11355129	K01956
total_11355560	K00161
total_11355868	K11942
total_11355931	K00413
total_11356311	K01963
total_11356337	K03701
total_11356372	K13735
total_11356486	K00940
total_11356494	K00658
total_1135650	K00411
total_11356565	K02963
total_11356783	K01866
total_11356817	K04097
total_11357286	K00263
total_11357442	K00560
total_11357636	K01533
total_11358061	K01479
total_11358275	K01848
total_11358310	K02990
total_11358316	K00121
total_11358591	K02988
total_11359088	K00282
total_11359093	K01596
total_11359334	K01638
total_11359344	K15727
total_11359404	K01207
total_11359498	K00685
total_11359583	K00936
total_11359899	K12257
total_11360169	K00253
total_11360394	K07277
total_11360588	K00856
total_11360671	K00257
total_1136085	K03531
total_11361100	K00554
total_11361138	K02986
total_11361245	K07462
total_11361708	K02968
total_11361958	K00412
total_11362053	K12941
total_11362058	K03386
total_11362119	K03531
total_11362206	K01265
total_1136248	K01952
total_1136258	K00341
total_11362837	K00773
total_11362885	K00278
total_11362979	K04042
total_11363097	K01284
total_11363198	K01653
total_11363478	K06999
total_11363559	K03575
total_11363585	K00764
total_11363588	K06966
total_11363973	K03442
total_11363981	K01756
total_1136401	K02335
total_11364343	K03100
total_11364558	K06911
total_11364598	K01000
total_11364613	K03092
total_11364665	K03702
total_11364952	K01476
total_11365214	K12454
total_11365230	K01840
total_11366475	K01297
total_1136660	K03296
total_11366804	K01679
total_1136681	K01439
total_11366851	K04094
total_11366913	K00248
total_11367364	K00020
total_11368024	K04765
total_11368169	K01791
total_11368360	K00215
total_11368412	K01468
total_11368676	K03526
total_11368989	K03817
total_11368993	K06179
total_11369076	K01066
total_1136909	K01952
total_11369176	K01866
total_11369530	K03424
total_11369814	K00945
total_11369865	K03977
total_11370085	K01911
total_11370404	K01338
total_11370471	K03722
total_11370568	K03590
total_11370584	K00884
total_11370587	K01295
total_11371035	K03046
total_11371158	K06879
total_1137130	K03590
total_11371348	K00652
total_11371432	K01585
total_1137153	K01696
total_11371615	K09800
total_11371653	K01915
total_11371654	K00088
total_11371675	K03546
total_11371723	K03218
total_11371887	K02549
total_11371888	K01451
total_11371907	K13017
total_11371970	K01284
total_113721	K01271
total_11372205	K15358
total_11372289	K01950
total_11372364	K03574
total_11372388	K10716
total_11372447	K02519
total_11372489	K01278
total_11372528	K04094
total_11373100	K09015
total_11373236	K03070
total_11373334	K01469
total_11373771	K00425
total_11374375	K02954
total_11374409	K03887
total_11374734	K01755
total_11374848	K00655
total_1137511	K03625
total_11375330	K01883
total_11375475	K00858
total_11375509	K01120
total_11375584	K02528
total_11375980	K00756
total_11376048	K02003
total_11376051	K00517
total_11376053	K00525
total_1137638	K08997
total_11376586	K01848
total_1137675	K07462
total_1137676	K08316
total_1137678	K00625
total_11376835	K12454
total_1137684	K01478
total_11376936	K03628
total_11377018	K01920
total_11377062	K01183
total_11377311	K01962
total_11377733	K13695
total_11377858	K01284
total_11378367	K02014
total_11378477	K08372
total_11378737	K02316
total_11379035	K01265
total_11379268	K06920
total_11379413	K01473
total_11379422	K01658
total_11379587	K01956
total_11379684	K00019
total_113799	K13953
total_113800	K12454
total_11380152	K08372
total_11380214	K01876
total_1138032	K05521
total_11380369	K00936
total_11380674	K01902
total_11380805	K00282
total_11380839	K00529
total_11380873	K01412
total_11381040	K10536
total_11381160	K02970
total_11381277	K00316
total_11381388	K01961
total_11381392	K02982
total_11381827	K05968
total_11381855	K08303
total_11381901	K06168
total_11381977	K00019
total_11381989	K01653
total_11382188	K00332
total_11382537	K00337
total_11382770	K07462
total_11382893	K02014
total_11382995	K02338
total_11383077	K00951
total_11383156	K01069
total_11383170	K12454
total_11383171	K12454
total_11383310	K00324
total_1138335	K03641
total_11383673	K05896
total_11383808	K01867
total_11383853	K01426
total_11383941	K06153
total_1138401	K00135
total_11384145	K01840
total_11384285	K00962
total_11384286	K01873
total_113843	K01451
total_11384469	K00799
total_11384783	K07165
total_11384834	K03684
total_11384986	K07303
total_11385104	K01848
total_11385166	K05581
total_11385636	K02282
total_11385744	K09699
total_11385864	K12251
total_11385875	K12339
total_11385876	K00640
total_11385917	K01955
total_11385918	K01955
total_11386458	K03546
total_11386507	K02518
total_11386537	K01467
total_1138671	K03168
total_11386938	K09888
total_11386996	K01745
total_11387078	K00645
total_11387200	K02372
total_11387247	K00763
total_1138771	K00676
total_11387739	K01624
total_113878	K00161
total_113879	K00162
total_11388273	K00554
total_11388282	K00760
total_11388337	K00626
total_11388610	K01358
total_1138913	K02014
total_11389146	K00525
total_11389385	K01599
total_11389604	K02968
total_11389783	K02837
total_11390168	K00020
total_1139020	K01870
total_11390309	K01295
total_11390490	K00773
total_11390560	K12941
total_11390814	K15358
total_11390965	K06142
total_113912	K00325
total_11391208	K00609
total_11391316	K00684
total_11391336	K01768
total_11391524	K01322
total_11391638	K02343
total_11391816	K01486
total_11391964	K03100
total_11392086	K01873
total_11392431	K02315
total_11392501	K00170
total_11392547	K02355
total_11392690	K01937
total_1139283	K03790
total_11392836	K00030
total_1139297	K00158
total_11393046	K06131
total_11393292	K13628
total_11393563	K02014
total_11393588	K02881
total_11393735	K09710
total_11393841	K08676
total_11394256	K02335
total_11394438	K01322
total_11394522	K00790
total_11394675	K03568
total_11394854	K01969
total_11395346	K13581
total_11395478	K00057
total_1139577	K00627
total_11395825	K01000
total_11396273	K00248
total_11396543	K14441
total_11396709	K01883
total_1139693	K01443
total_11397192	K02274
total_11397474	K01061
total_11397664	K02108
total_11397687	K01338
total_11397868	K01129
total_11397914	K01696
total_11398050	K00246
total_11398343	K06125
total_11398562	K02879
total_11398628	K14161
total_11398678	K00858
total_11398692	K00945
total_11398766	K01768
total_11398829	K02986
total_11399230	K01278
total_11399268	K01596
total_11399273	K00826
total_11399316	K13010
total_11399384	K01848
total_11399496	K07263
total_11399504	K03832
total_11399749	K02519
total_11399979	K00324
total_11400098	K10536
total_11400354	K09458
total_11400564	K01810
total_11400578	K01991
total_11400707	K03531
total_11400715	K01876
total_11400720	K00425
total_11401010	K02834
total_11401148	K01791
total_11401370	K01752
total_11401457	K01284
total_11401847	K00857
total_11402034	K07462
total_11402151	K02115
total_11402400	K00568
total_11402512	K09800
total_1140257	K02351
total_11402679	K00928
total_11402825	K03625
total_11403209	K02315
total_11403331	K00554
total_1140366	K05807
total_1140380	K03466
total_11403819	K14170
total_1140425	K01937
total_11404260	K08100
total_11404279	K01610
total_11404297	K03327
total_11404321	K01463
total_11404551	K02427
total_11404626	K02503
total_11404635	K01273
total_11404686	K13017
total_11404696	K00329
total_11405013	K01247
total_1140517	K01062
total_11405278	K00135
total_11405289	K00156
total_11405550	K03702
total_11405564	K01890
total_11406000	K12251
total_1140616	K00329
total_11406251	K02887
total_11406331	K09458
total_11406332	K02372
total_1140676	K00135
total_11407230	K06023
total_11407231	K02744
total_11407442	K02931
total_11407475	K00821
total_11407487	K00931
total_11407714	K01939
total_11407892	K01834
total_11407893	K07161
total_11407993	K01358
total_11408080	K07462
total_1140812	K03701
total_11408182	K00329
total_11408251	K00858
total_11408354	K03100
total_11408355	K03100
total_11408453	K05591
total_11408481	K02520
total_11408532	K05914
total_1140876	K00839
total_1140905	K01358
total_1140906	K01358
total_1140911	K03316
total_11409352	K10536
total_11409408	K02621
total_11409568	K01610
total_11409756	K03517
total_1140992	K13542
total_11410007	K10674
total_11410260	K10907
total_11410323	K06907
total_11410685	K02301
total_11410763	K06001
total_11410936	K01469
total_11410977	K13051
total_11411372	K04749
total_1141149	K02014
total_1141150	K01895
total_11411576	K07106
total_11411633	K01992
total_11411644	K00286
total_11411833	K01649
total_11411838	K07462
total_11412055	K00175
total_11412278	K01881
total_11412287	K01469
total_11412352	K01295
total_11412387	K02863
total_11412417	K01358
total_11412619	K03722
total_11412797	K00341
total_1141301	K00602
total_11413256	K01968
total_11413632	K01362
total_11413699	K01873
total_11414212	K01303
total_11414233	K07568
total_11414267	K03535
total_11414393	K07058
total_11414763	K02864
total_1141497	K01496
total_11415082	K00951
total_11415233	K02618
total_11415255	K03043
total_11415281	K03043
total_11415368	K09698
total_11415383	K02877
total_11415464	K01866
total_1141549	K02338
total_1141572	K00554
total_11415770	K03089
total_11416080	K02519
total_1141634	K01854
total_11416394	K01647
total_11416499	K01778
total_11416534	K00640
total_11416550	K02892
total_11416577	K01467
total_11416580	K00329
total_11416711	K01295
total_11416871	K02014
total_11416986	K01524
total_11416994	K01726
total_11417219	K01406
total_11417356	K03569
total_11417476	K03438
total_11417787	K01081
total_11417793	K00253
total_11417872	K00322
total_1141829	K06223
total_11418477	K01644
total_11418954	K01710
total_11419030	K01358
total_11419168	K05903
total_11419410	K03088
total_11419674	K09883
total_11419675	K00425
total_11419772	K09883
total_11419810	K01873
total_11419862	K02346
total_11420133	K13832
total_11420192	K07712
total_11420240	K00761
total_11420469	K02837
total_11420520	K00639
total_11420634	K02005
total_11420734	K05973
total_11420772	K02906
total_1142094	K12454
total_11421260	K01653
total_11421322	K01322
total_11421343	K00333
total_11421524	K00942
total_11421909	K01933
total_11422063	K03595
total_11422088	K02338
total_1142233	K02886
total_11422575	K03684
total_11422691	K00627
total_11422873	K01649
total_11423225	K03978
total_11423244	K00640
total_11423554	K03529
total_11423556	K00762
total_11423657	K01301
total_11423701	K02803
total_11423811	K01322
total_11423927	K00208
total_11423944	K02427
total_11424224	K01142
total_11424276	K06178
total_11424277	K07183
total_11424590	K03438
total_1142473	K01905
total_11424942	K00281
total_11425072	K01738
total_11425073	K00540
total_11425074	K15653
total_11425507	K03856
total_11425781	K00969
total_11425862	K13038
total_11425868	K02600
total_11425971	K01890
total_11426060	K00253
total_11426114	K11752
total_1142613	K09458
total_11426197	K01876
total_11426541	K01759
total_114266	K07442
total_11426625	K01338
total_11426678	K01439
total_11426787	K11177
total_114268	K13527
total_11426862	K01273
total_11426902	K00053
total_11426939	K02899
total_11427084	K00128
total_11427113	K02341
total_11427223	K03797
total_11427259	K03589
total_114275	K01872
total_114278	K07478
total_11427814	K01081
total_11428269	K04566
total_1142831	K03649
total_11428335	K02897
total_1142834	K03790
total_11428340	K00936
total_11428440	K03088
total_11428964	K05540
total_11429040	K03631
total_11429102	K03640
total_11429160	K01262
total_11429407	K00128
total_11429662	K05808
total_11429733	K07749
total_11429858	K02427
total_11429946	K03568
total_11430173	K07566
total_11430186	K06178
total_11430317	K03501
total_11430367	K01262
total_11430669	K00239
total_11430682	K00798
total_11430918	K00472
total_11430974	K03110
total_11431034	K01087
total_11431044	K02501
total_11431117	K03282
total_11431118	K01971
total_11431210	K00928
total_11431360	K00020
total_1143143	K02014
total_11431589	K00685
total_11431723	K00928
total_11431840	K01338
total_11431940	K03595
total_11431997	K01623
total_11432067	K05914
total_1143222	K09987
total_1143235	K07250
total_11432393	K03182
total_11432699	K15855
total_1143270	K01586
total_11432781	K00128
total_11432791	K03100
total_11432906	K01595
total_11433448	K02338
total_1143393	K03088
total_11433943	K01679
total_1143427	K00936
total_11434644	K00903
total_11434802	K01406
total_11435017	K02948
total_11435083	K02343
total_11435086	K03595
total_11435354	K02825
total_11435525	K01406
total_11436000	K01322
total_1143656	K05527
total_11436563	K01207
total_11436664	K01439
total_11436936	K03595
total_11437137	K01358
total_11437142	K02876
total_11437272	K02904
total_11437469	K00059
total_11437482	K02230
total_11437559	K01262
total_11437659	K00337
total_11437905	K01890
total_11437960	K03750
total_11437973	K01649
total_11438218	K02926
total_11438412	K02338
total_11438543	K02217
total_11438736	K00059
total_11438737	K00249
total_11438755	K02837
total_11438801	K01439
total_11438882	K01759
total_11438996	K00031
total_11439089	K03438
total_11439375	K00426
total_11439376	K00425
total_11439496	K01754
total_11439938	K00602
total_11439951	K00817
total_11439995	K03722
total_11440318	K06941
total_11440415	K02275
total_1144089	K03072
total_11441267	K03529
total_11441396	K02926
total_11441424	K02990
total_11441689	K14267
total_11441798	K00945
total_11442041	K03100
total_1144207	K02897
total_11442193	K04094
total_1144252	K03500
total_1144259	K08677
total_11442660	K07461
total_1144277	K01230
total_11443151	K00554
total_11443203	K14645
total_1144348	K00100
total_11443507	K03217
total_11443515	K00930
total_11443629	K14645
total_1144387	K03296
total_11444000	K01791
total_11444601	K03073
total_11444637	K02338
total_11444750	K02343
total_11444763	K00282
total_11444833	K09807
total_11444885	K03501
total_114450	K01416
total_114453	K03116
total_11445520	K01265
total_11445886	K03703
total_11446082	K00356
total_11446419	K04047
total_11446596	K01756
total_11446630	K02911
total_11446828	K01295
total_11447063	K01880
total_11447427	K00931
total_1144743	K00340
total_11447526	K01507
total_11447547	K09759
total_11447700	K00872
total_11447918	K02474
total_11448003	K03070
total_11448025	K08301
total_1144822	K03074
total_11448701	K00884
total_11449029	K01868
total_1144942	K00626
total_11449435	K01494
total_11449626	K01284
total_11449717	K15633
total_11449734	K00818
total_11449831	K01848
total_1144997	K02335
total_11449981	K00282
total_11449984	K01356
total_11450206	K01338
total_11450207	K01358
total_11450620	K01266
total_11450698	K09748
total_11450750	K00560
total_11451108	K01795
total_11451286	K02343
total_11451377	K02335
total_11451492	K05515
total_11451565	K02338
total_11451593	K01975
total_11451871	K00226
total_11451883	K00620
total_1145209	K03753
total_11452182	K03723
total_11452256	K03296
total_11452257	K03585
total_11452259	K09883
total_11452290	K00074
total_11452312	K02493
total_11452342	K03821
total_11452388	K06880
total_11452478	K00684
total_11452564	K01520
total_11452659	K14645
total_11452722	K01749
total_11452756	K01916
total_11452817	K01937
total_11452917	K06180
total_1145379	K01873
total_11453878	K01955
total_11453938	K00943
total_11453939	K02341
total_11453980	K02519
total_11454016	K00858
total_11454093	K07574
total_11454196	K00088
total_11454313	K03548
total_11454401	K02935
total_11454426	K01869
total_1145479	K00172
total_11455040	K03592
total_1145507	K08259
total_11455106	K13602
total_1145513	K05602
total_11455349	K01869
total_11455438	K01128
total_11455512	K09781
total_11455687	K01649
total_11455910	K03724
total_11455962	K00820
total_11455963	K01443
total_11456067	K07170
total_11456086	K03072
total_11456111	K07462
total_11456155	K02108
total_11456197	K06173
total_11456324	K07462
total_11456470	K06167
total_11456489	K00942
total_1145668	K12573
total_11456775	K00800
total_11457299	K00884
total_11457363	K00166
total_11457504	K01436
total_11457632	K01939
total_11457889	K01295
total_11457915	K00985
total_11457936	K02834
total_1145808	K03575
total_11458120	K03040
total_11458317	K02881
total_11458358	K06131
total_11458478	K13280
total_11458612	K09812
total_11458613	K09811
total_11458681	K04096
total_11458922	K07082
total_11458979	K00931
total_11458981	K00969
total_11459152	K03043
total_1145916	K02405
total_1145917	K03733
total_1145924	K03100
total_1145926	K00554
total_1145929	K02959
total_1145930	K03106
total_11459660	K03701
total_11459675	K03856
total_11459676	K00784
total_11459677	K03529
total_11459870	K08677
total_11459885	K01810
total_1145989	K01610
total_11459890	K07462
total_11460135	K01873
total_11460162	K01676
total_11460851	K15358
total_1146102	K04566
total_11461567	K00793
total_11461619	K00325
total_11462080	K01376
total_1146231	K06180
total_11462479	K06177
total_11462595	K09699
total_11462778	K09883
total_11462932	K01409
total_11463040	K01873
total_1146312	K15358
total_1146337	K01478
total_11463649	K15987
total_11463765	K03724
total_11463803	K02884
total_11464004	K02926
total_11464037	K00611
total_11464041	K03652
total_11464697	K07566
total_11464843	K01417
total_1146487	K02258
total_1146488	K02276
total_11464898	K03590
total_11464998	K01358
total_11465024	K00425
total_11465105	K01873
total_11465153	K02600
total_11465456	K03117
total_11465457	K08372
total_11465458	K00599
total_11465565	K02340
total_1146564	K01652
total_11465851	K02500
total_11465878	K00647
total_11466419	K00101
total_11466602	K01620
total_11466652	K01873
total_11466667	K03530
total_11466754	K00340
total_11466829	K09457
total_11467092	K00762
total_11467277	K06024
total_11467289	K00858
total_11467332	K01265
total_11467333	K01183
total_11467937	K11740
total_1146825	K00059
total_11468499	K13482
total_11468603	K01738
total_11468623	K09014
total_1146866	K02994
total_11468685	K06925
total_11468797	K01039
total_11469167	K02968
total_11469779	K02879
total_11469847	K03101
total_11470031	K03529
total_11470269	K00760
total_11470776	K14652
total_11470837	K01299
total_11470874	K00215
total_11470892	K02982
total_11471158	K01883
total_11471243	K02319
total_11471286	K02946
total_11471385	K02346
total_11471577	K00783
total_11471641	K01494
total_11471755	K00761
total_11471906	K06872
total_11472009	K01689
total_11472169	K01945
total_1147218	K01647
total_11472284	K00228
total_11472285	K01301
total_11472299	K08303
total_11472849	K03833
total_11473016	K02108
total_11473042	K02474
total_11473084	K03742
total_11473528	K00282
total_11473542	K02520
total_11473636	K01473
total_11473997	K08316
total_11474155	K11293
total_11474178	K07444
total_1147436	K02275
total_11474623	K03575
total_11474931	K00301
total_11474937	K01198
total_1147494	K03703
total_11474965	K00322
total_11474999	K00609
total_11475203	K02528
total_11475204	K11942
total_11475357	K09981
total_11475498	K00943
total_11475633	K01120
total_11476040	K01923
total_11476161	K09883
total_11476467	K00962
total_11476511	K03466
total_11476761	K12454
total_11476959	K01338
total_11477115	K01913
total_11477306	K09883
total_11477540	K03574
total_11477613	K03517
total_11477988	K01278
total_11478213	K01920
total_11478392	K01872
total_11478457	K04075
total_11478515	K11293
total_11478554	K02346
total_11478651	K01750
total_1147874	K03743
total_11478771	K01779
total_11478789	K01791
total_11478882	K02109
total_11478965	K00117
total_11478989	K03548
total_11479253	K06978
total_11479384	K00067
total_11479469	K07713
total_11479620	K02114
total_11479989	K03218
total_11480105	K03885
total_11480216	K02863
total_11480481	K02298
total_11480653	K00676
total_11480745	K00341
total_11480882	K09607
total_11481086	K00003
total_11481153	K14645
total_114813	K08683
total_11481395	K02876
total_11481584	K04094
total_11481621	K06442
total_11481625	K02968
total_11481632	K02601
total_11481646	K00166
total_11481647	K00167
total_114818	K00253
total_11481827	K07058
total_11481903	K14441
total_1148207	K01758
total_11482163	K04566
total_11482593	K01120
total_11482867	K02274
total_11482876	K03688
total_11483048	K01120
total_11483127	K01868
total_11483189	K14266
total_11483335	K01358
total_11483358	K02564
total_11483873	K00676
total_11483956	K01354
total_11484038	K00790
total_11484392	K03501
total_11484397	K02493
total_11484414	K08884
total_11484812	K08100
total_11484898	K09162
total_11484899	K00528
total_11484900	K01952
total_11484903	K13628
total_11485130	K05808
total_11485138	K03046
total_1148541	K00135
total_11485511	K00074
total_11485723	K09137
total_11485813	K00937
total_11485814	K01524
total_11485931	K08369
total_11486148	K02438
total_11486153	K03074
total_11486199	K02204
total_1148625	K07021
total_11486312	K00945
total_1148632	K00024
total_11486583	K03517
total_114866	K00925
total_11486763	K07568
total_11486861	K00128
total_1148703	K00228
total_11487601	K10563
total_11487884	K00003
total_11487980	K00936
total_11488101	K09457
total_11488226	K01303
total_11488363	K03320
total_11488508	K00158
total_11488718	K02274
total_11489645	K01754
total_11489981	K02108
total_11490035	K11690
total_11490177	K02549
total_11490533	K03574
total_11490540	K00135
total_11490542	K09800
total_11490606	K01869
total_11490654	K05837
total_11490679	K08309
total_11491187	K01265
total_11491453	K03101
total_11491742	K00492
total_1149215	K00639
total_11492261	K01712
total_11492262	K01745
total_11492426	K02357
total_11492904	K01869
total_11493134	K00612
total_11493216	K03703
total_11493486	K10921
total_11493853	K02931
total_11493872	K00796
total_11493877	K07566
total_11493881	K15780
total_11493901	K01696
total_11493977	K13950
total_11494087	K00962
total_11494163	K01354
total_11494257	K04075
total_11494374	K03101
total_11494425	K13525
total_11494510	K03588
total_1149458	K06920
total_11494710	K01295
total_11495119	K00024
total_11495151	K02355
total_11495483	K03106
total_11495820	K01474
total_11496118	K00609
total_114962	K11177
total_11496222	K03701
total_11496377	K03558
total_11496414	K01777
total_11496581	K11749
total_1149667	K09800
total_11496880	K00135
total_11496884	K06223
total_11497005	K01406
total_11497144	K10563
total_1149717	K10773
total_11497961	K01868
total_11498096	K03110
total_11498099	K11293
total_11498191	K01262
total_11498535	K07263
total_11498573	K00798
total_11498605	K00810
total_11498645	K02876
total_11499036	K01881
total_11499213	K03787
total_11499356	K05903
total_11499384	K04077
total_11499795	K00342
total_11500073	K06941
total_11500076	K03075
total_11500193	K00333
total_11500239	K00936
total_11500286	K02014
total_11500323	K01469
total_11500587	K03640
total_1150065	K00135
total_11500664	K07021
total_1150094	K00951
