Query_id	tax
total_13395862	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13396178	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13396715	k__Bacteria;p__Bacteroidetes
total_13396855	k__Bacteria
total_13397347	k__Bacteria
total_13397464	k__Bacteria
total_1339802	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium
total_13398571	k__Bacteria
total_13398694	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13399220	k__Bacteria
total_13399486	k__Bacteria
total_1339950	k__Bacteria
total_13399650	k__Bacteria
total_13399758	Unclassified
total_13400086	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13400145	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13401640	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1340275	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13403094	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae;g__Microvirga
total_13403123	k__Bacteria
total_13403345	k__Bacteria;p__Bacteroidetes
total_13403648	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13403745	k__Bacteria;p__Actinobacteria
total_13404859	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13405953	k__Bacteria
total_13406188	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13406785	k__Bacteria
total_13406867	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13407286	Unclassified
total_13407585	k__Bacteria
total_13407687	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13407947	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13408569	k__Bacteria
total_13408607	k__Bacteria
total_13408876	k__Bacteria
total_13409200	k__Bacteria
total_13409312	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13409533	Unclassified
total_13410227	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_13410651	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_sp._URHD0057
total_13410766	Unclassified
total_13411034	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_13411035	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_1341113	k__Bacteria
total_13411192	k__Bacteria;p__Actinobacteria
total_13411385	k__Bacteria
total_13411386	k__Bacteria
total_1341249	Unclassified
total_13412571	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13412573	k__Bacteria
total_13412861	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13413854	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13413966	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13414616	Unclassified
total_13415164	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13415967	k__Bacteria
total_13416381	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13416428	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13416539	k__Bacteria
total_13416540	k__Bacteria
total_13417512	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium
total_13417789	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13417828	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13418246	k__Bacteria
total_13418731	k__Bacteria
total_13419745	k__Bacteria
total_13419756	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13419757	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13420816	k__Bacteria
total_13420919	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13421336	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
total_13421774	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_13421832	k__Bacteria;p__Actinobacteria
total_13422269	k__Bacteria;p__Actinobacteria
total_13422754	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13423122	k__Bacteria;p__Proteobacteria
total_13423123	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13423399	k__Bacteria
total_13423487	k__Bacteria
total_13423540	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1342390	k__Bacteria
total_1342391	k__Bacteria
total_1342408	k__Bacteria
total_13425050	k__Bacteria;p__Proteobacteria
total_13425612	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1342644	k__Bacteria
total_13426608	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_13426750	k__Bacteria
total_1342726	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13427749	k__Bacteria;p__Actinobacteria
total_13427767	k__Bacteria
total_13428876	k__Bacteria;p__Proteobacteria
total_13428878	k__Bacteria;p__Proteobacteria
total_1342897	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
total_13429246	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13429353	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1342966	k__Bacteria
total_13429778	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13430089	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
total_1343017	k__Bacteria
total_1343023	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13430780	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_13431752	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13432043	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13432162	k__Bacteria
total_13432174	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13432342	k__Bacteria
total_13432389	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_13432461	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13432489	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13433044	k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter;s__Rubrobacter_xylanophilus
total_13433080	k__Bacteria
total_13433600	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13433761	k__Bacteria
total_13433901	k__Bacteria
total_13434018	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13434020	k__Bacteria
total_13434594	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1343520	k__Bacteria
total_13435718	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1343578	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1343588	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13436705	k__Bacteria
total_13436813	k__Bacteria;p__Actinobacteria
total_13437281	k__Bacteria
total_1343749	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13437925	k__Bacteria
total_13438815	k__Bacteria;p__Proteobacteria
total_13439202	k__Bacteria
total_13439330	k__Bacteria
total_13439331	k__Bacteria
total_13439496	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1343969	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_13439793	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13439794	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13439795	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13440461	k__Bacteria;p__Actinobacteria
total_13440890	k__Bacteria
total_13440931	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13441018	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1344148	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13441920	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_13442186	k__Bacteria
total_13442384	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13442715	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13443213	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_13443536	k__Bacteria
total_13444298	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13444533	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_13444534	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_13444536	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_1344487	k__Bacteria
total_13445784	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13445979	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1344709	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13447271	k__Bacteria
total_13447455	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1344755	k__Bacteria
total_13448115	k__Bacteria;p__Proteobacteria
total_13448315	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13448779	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13449344	k__Bacteria;p__Proteobacteria
total_13449436	k__Bacteria
total_13450296	k__Bacteria
total_13451047	k__Bacteria
total_1345121	k__Bacteria
total_1345213	k__Bacteria
total_13452401	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13452685	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1345293	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_13452940	k__Bacteria
total_13454243	k__Bacteria
total_13454315	k__Bacteria
total_13454367	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13454595	k__Bacteria;p__Proteobacteria
total_1345500	k__Bacteria;p__Actinobacteria
total_13455021	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_1345508	k__Bacteria
total_13456060	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13456061	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13456267	Unclassified
total_13457698	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1345772	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13457721	k__Bacteria
total_13458553	k__Bacteria;p__Actinobacteria
total_13458721	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13458722	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_134604	k__Bacteria
total_13461400	k__Bacteria;p__Proteobacteria
total_13463216	k__Bacteria
total_1346351	k__Bacteria;p__Actinobacteria
total_1346352	k__Bacteria
total_13463691	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13464021	k__Bacteria
total_13464131	k__Bacteria
total_13464178	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13464320	k__Bacteria
total_13464409	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_1346462	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13464654	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13464682	k__Archaea;p__Thaumarchaeota
total_13464755	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_1346508	k__Bacteria
total_13465127	k__Bacteria
total_13465708	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13467032	k__Bacteria
total_13467335	k__Bacteria
total_13467338	k__Bacteria;p__Actinobacteria
total_13467342	k__Bacteria
total_13467345	Unclassified
total_13467354	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter;s__Conexibacter_woesei
total_13467601	k__Bacteria
total_13467717	k__Bacteria
total_1346798	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13468431	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13469040	k__Bacteria
total_13469843	k__Bacteria
total_13469844	k__Bacteria;p__Bacteroidetes
total_13470117	k__Bacteria
total_13470641	k__Bacteria
total_13470736	k__Bacteria
total_13471117	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13471441	k__Bacteria
total_1347147	Unclassified
total_13471629	k__Bacteria
total_13471630	k__Bacteria
total_13471631	k__Bacteria
total_13471649	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13471806	k__Bacteria
total_13471854	k__Bacteria
total_13472035	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13472139	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_13473176	k__Bacteria;p__Proteobacteria
total_13473755	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13474380	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13474493	k__Bacteria;p__Proteobacteria
total_13474688	k__Bacteria
total_1347469	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13474705	k__Bacteria
total_13474710	k__Bacteria
total_13474714	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_13474715	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13474722	k__Bacteria;p__Actinobacteria
total_13474724	k__Bacteria;p__Actinobacteria
total_13474728	k__Bacteria
total_13474731	k__Bacteria
total_13474736	Unclassified
total_13474738	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae
total_13474739	Unclassified
total_13475262	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13475273	k__Bacteria
total_13475903	k__Bacteria
total_13476115	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13476625	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13477166	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13477300	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13477376	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13477600	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13477668	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13478043	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13478771	k__Bacteria;p__Proteobacteria
total_13478867	k__Bacteria
total_13480317	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13480454	k__Bacteria
total_13480648	k__Bacteria
total_13481299	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13481551	k__Bacteria
total_13481711	k__Bacteria
total_13481949	k__Bacteria
total_13482372	k__Bacteria
total_13482917	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1348305	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Jiangellales;f__Jiangellaceae;g__Jiangella;s__Jiangella_gansuensis
total_1348306	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13483091	k__Bacteria
total_13483721	k__Bacteria
total_13484204	k__Bacteria
total_13484541	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae
total_13484897	k__Bacteria
total_13485222	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13485614	k__Bacteria
total_13485957	k__Bacteria
total_13485976	k__Bacteria;p__Bacteroidetes
total_13485989	k__Bacteria;p__Bacteroidetes
total_13485990	k__Bacteria;p__Bacteroidetes
total_13485996	k__Bacteria
total_13485997	k__Bacteria
total_13485998	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_13486561	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13488121	k__Bacteria;p__Actinobacteria
total_13488478	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13489603	k__Bacteria
total_13490970	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1349138	k__Bacteria;p__Verrucomicrobia
total_13491657	k__Bacteria;p__Bacteroidetes
total_13491658	k__Bacteria;p__Bacteroidetes
total_13491662	k__Bacteria
total_13491666	k__Bacteria
total_13491678	k__Bacteria
total_13491684	Unclassified
total_13491690	k__Bacteria
total_13491694	k__Bacteria;p__Bacteroidetes
total_13491709	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._HPS0048
total_13491710	k__Bacteria
total_13491711	k__Bacteria;p__Bacteroidetes
total_13491714	k__Bacteria
total_13491721	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
total_13491725	k__Bacteria;p__Bacteroidetes
total_13491726	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_13491732	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_13491733	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_13491736	k__Bacteria;p__Bacteroidetes
total_13491737	k__Bacteria;p__Bacteroidetes
total_13491746	k__Bacteria;p__Bacteroidetes
total_13491749	k__Bacteria;p__Bacteroidetes
total_13491750	k__Bacteria;p__Bacteroidetes
total_13492005	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13492168	k__Bacteria;p__Proteobacteria
total_13492320	k__Bacteria
total_13492321	k__Bacteria;p__Proteobacteria
total_13492322	k__Bacteria
total_1349310	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_13494455	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13495018	k__Bacteria;p__Proteobacteria
total_13495019	k__Bacteria;p__Proteobacteria
total_13495020	k__Bacteria;p__Proteobacteria
total_13495025	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_13495339	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13495885	k__Bacteria
total_13496403	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Nocardiaceae
total_13496505	k__Bacteria;p__Proteobacteria
total_13497111	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13497112	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13497148	k__Bacteria
total_13497850	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_1349866	k__Bacteria
total_1349884	k__Bacteria
total_1349885	k__Bacteria
total_13499454	k__Bacteria
total_13499934	k__Bacteria
total_13499936	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13500139	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13500423	k__Bacteria
total_13500815	k__Bacteria
total_13501377	k__Bacteria
total_13501453	k__Bacteria
total_13501873	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13501884	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13502029	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13502600	k__Bacteria
total_1350286	k__Archaea
total_13502956	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13503168	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1350333	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1350369	k__Bacteria
total_13504403	k__Bacteria
total_13504829	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13504937	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13505784	k__Bacteria;p__Proteobacteria
total_13506123	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13506164	k__Bacteria
total_1350762	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13507629	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae
total_1350810	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13508215	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_sp._URHD0057
total_13508216	k__Bacteria;p__Proteobacteria
total_13510667	k__Bacteria;p__Proteobacteria
total_13510772	k__Bacteria;p__Proteobacteria
total_1351090	k__Bacteria;p__Proteobacteria
total_13511005	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13511175	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13511621	k__Bacteria;p__Proteobacteria
total_13512741	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13512920	k__Bacteria;p__Acidobacteria
total_13513714	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13513748	k__Bacteria
total_13513764	k__Bacteria
total_13514700	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
total_13515855	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_1351628	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1351629	k__Bacteria
total_13516447	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1351671	k__Bacteria;p__Proteobacteria
total_13516730	k__Bacteria;p__Proteobacteria
total_13517038	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13517569	k__Bacteria
total_13518612	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13518619	k__Bacteria;p__Proteobacteria
total_13518632	k__Bacteria
total_13519132	k__Bacteria
total_13519141	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13519738	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13520255	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
total_13520329	k__Bacteria
total_13520388	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13521479	k__Bacteria
total_13521481	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13521926	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_13522310	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae
total_13522626	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_1352316	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1352331	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13523504	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1352409	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13524120	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13524121	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13524131	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_135242	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_13525020	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13525138	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13525289	k__Bacteria
total_13525470	k__Bacteria
total_13525473	k__Bacteria
total_13525474	k__Bacteria;p__Bacteroidetes
total_13525476	k__Bacteria;p__Bacteroidetes
total_13525488	Unclassified
total_13525492	k__Bacteria;p__Bacteroidetes
total_13525493	k__Bacteria;p__Bacteroidetes
total_13525683	k__Bacteria
total_13526373	k__Bacteria
total_1352649	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_13527396	k__Bacteria
total_13527611	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_13527849	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_1352855	k__Bacteria
total_13528875	k__Bacteria
total_13528885	k__Bacteria
total_13528901	k__Bacteria;p__Proteobacteria
total_135295	k__Bacteria
total_135296	k__Bacteria
total_13529628	k__Bacteria
total_13529660	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13529890	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_13529891	k__Bacteria;p__Proteobacteria
total_13529929	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13530180	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_135302	k__Bacteria;p__Acidobacteria
total_13530696	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13530776	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_13530942	k__Bacteria
total_13531250	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13531322	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
